src,ObjID,image_id,trail_length,snr,stack,nn,pmax,pmean,n_over50,crop_pmax
real,K25O04M,2344,13.104981525232835,8.69874169338422,True,True,0.9989267587661743,0.6863555908203125,444.0,0.9989267587661743
real,K25O10K,1869,15.582606286436931,7.820055534900789,True,True,0.9985772371292114,0.7283076047897339,476.0,0.9985772371292114
real,K22P20K,1452,8.891253307077054,8.272827431140598,True,False,0.998331606388092,0.7500565648078918,497.0,0.998331606388092
real,K25J01G,1353,9.471705722859223,5.539128772622481,True,True,0.9970744252204895,0.791392982006073,519.0,0.9975929856300354
real,K18P10K,2366,7.658761139499056,7.908104659864874,True,False,0.9656871557235718,0.48876455426216125,329.0,0.996025800704956
real,K25H12F,453,11.584223232813097,7.732759861359549,True,True,0.9980684518814087,0.6504911184310913,424.0,0.999681293964386
real,K25F28Z,211,9.790669132809482,8.122601634383841,True,False,0.998260498046875,0.6700907945632935,442.0,0.9987936615943909
real,K25O07X,1480,6.564679802033435,2.486064717076713,True,False,0.00118639029096812,0.00021241004287730902,0.0,0.9907065033912659
real,K22P00J,2093,9.409753127507487,4.556935220732619,True,True,0.9963112473487854,0.4574424922466278,297.0,0.9963112473487854
real,K25M00X,623,23.248812901431823,5.015550106850688,True,True,0.9998326897621155,0.5933642387390137,377.0,0.9998326897621155
real,K25H12F,460,11.580671170376226,7.806573441269248,True,True,0.9986252188682556,0.7142750024795532,467.0,0.9986252188682556
real,K25F20L,286,6.588310582231649,2.045089668440832,True,False,0.9951498508453369,0.5907285213470459,387.0,0.9981102347373962
real,K13P20S,2378,9.45439563909545,6.893682030533315,True,False,0.11728589236736298,0.004869353491812944,0.0,0.97722327709198
real,K25M02D,1684,10.068988313249973,2.070484461542069,True,False,0.6671919822692871,0.05591197684407234,25.0,0.9976806044578552
real,K13T04M,1823,11.431761692485043,8.476123064416509,True,True,0.9957523345947266,0.568992018699646,370.0,0.9957523345947266
real,K25F28Z,220,9.783628048548172,7.031934060868438,True,False,0.9979637861251831,0.7266145348548889,474.0,0.9983482360839844
real,K20B05A,1890,7.023508276205822,7.765149931033968,True,True,0.9976802468299866,0.5937177538871765,390.0,0.9976802468299866
real,K25O01N,1080,7.79709969787027,3.427052703795872,True,False,0.8625015020370483,0.04081075266003609,22.0,0.9983351826667786
real,K13P20S,2377,9.454917414108245,5.947048457834309,True,False,0.8160478472709656,0.13214179873466492,80.0,0.9995685815811157
real,K17Q02F,2513,9.06973099243294,5.302968342314334,True,False,0.9966356158256531,0.7633769512176514,505.0,0.99904865026474
real,K25M02N,686,38.75566314010312,4.219981089549875,True,True,0.9987435340881348,0.6519873142242432,414.0,0.9987435340881348
real,K25F20L,282,7.341439515618402,5.655988506192705,True,False,0.9795387387275696,0.5878164768218994,393.0,0.9987561702728271
real,K25F20L,316,8.375777484904885,2.0294895267291726,True,False,0.9790766835212708,0.7403316497802734,499.0,0.9990249872207642
real,K20B05A,1252,6.460157005064951,6.692306484498956,True,True,0.9906541705131531,0.6267134547233582,407.0,0.9927441477775574
real,K25L00V,630,7.824723569231118,8.663187179471509,True,False,0.9956300854682922,0.7062260508537292,467.0,0.9962874054908752
real,K25M01T,1084,9.664513024939088,6.344150018438464,True,False,0.9971438646316528,0.6080073118209839,394.0,0.9992407560348511
real,K25O11L,2333,9.16925716543262,2.2255061895688413,True,True,0.9992479681968689,0.20989501476287842,130.0,0.9992479681968689
real,K25F20L,280,7.33794200204913,3.240424468582157,True,True,0.9972697496414185,0.6382281184196472,419.0,0.9972697496414185
real,K25O01D,1825,10.904657215981366,8.695801811784701,True,True,0.9982967972755432,0.7310277223587036,485.0,0.9982967972755432
real,K25O04Q,1844,14.536405085700125,9.782919438121027,True,True,0.9987624287605286,0.7503802180290222,483.0,0.9987624287605286
real,K25H12F,479,11.56976176545377,9.355959134678011,True,True,0.9987693428993225,0.7708948254585266,502.0,0.9987693428993225
real,K25O03Z,1904,9.437601676735628,9.687612713046391,True,True,0.9970901012420654,0.6528683304786682,420.0,0.9970901012420654
real,K25F20L,267,7.326526014116749,3.5447813038410496,True,False,0.9761035442352295,0.5273047089576721,357.0,0.9991859197616577
real,K25H12F,487,11.55276872758492,8.460461130609323,True,True,0.9986202716827393,0.7675796151161194,489.0,0.9987056255340576
real,K25O03Z,1348,6.660454900899239,5.521340494471475,True,True,0.9807384610176086,0.6187070608139038,413.0,0.999432384967804
real,K25O07X,1576,6.519953406828876,4.149991414322408,True,False,0.9949267506599426,0.5105093717575073,336.0,0.9992026090621948
real,K25H12F,456,11.579523038188034,7.413628494917746,True,True,0.9981899857521057,0.7328534126281738,469.0,0.9981899857521057
real,K25M93L,893,6.756558936956664,9.320086764346607,True,True,0.9977464079856873,0.7334728240966797,482.0,0.9977464079856873
real,K25F20L,275,7.319274805791929,5.998575372931359,True,False,0.9924445152282715,0.5869972705841064,384.0,0.9931595921516418
real,K25O04M,2354,12.734257511610574,5.517506338692589,True,True,0.9988479018211365,0.44450274109840393,278.0,0.9989312291145325
real,K25D49K,1089,9.435322003915418,6.699761823931476,True,False,0.9965644478797913,0.5198200941085815,347.0,0.9965644478797913
real,K25P00H,1629,11.880093476435627,5.702641698593907,True,False,0.998455286026001,0.6292084455490112,413.0,0.998455286026001
real,K25O01Y,1593,23.52771680012953,4.214395616915012,True,False,0.9260683655738831,0.023055696859955788,14.0,0.9989308714866638
