image_id,visit,detector,band
1136,2025072100435,51,i
1137,2025072100435,52,i
1138,2025072100435,53,i
1139,2025072100435,60,i
1140,2025072100435,61,i
1141,2025072100435,62,i
1142,2025072100435,69,i
1143,2025072100435,86,i
1144,2025072100435,89,i
1145,2025072100435,90,i
1146,2025072100435,91,i
1147,2025072100435,92,i
1148,2025072100435,93,i
1149,2025072100435,94,i
1150,2025072100435,95,i
1151,2025072100435,96,i
1152,2025072100435,97,i
1153,2025072100435,98,i
1154,2025072100435,99,i
1155,2025072100435,100,i
1156,2025072100435,101,i
1157,2025072100435,102,i
1158,2025072100435,103,i
1159,2025072100435,104,i
1160,2025072100435,105,i
1161,2025072100435,106,i
1162,2025072100435,107,i
1163,2025072100435,108,i
1164,2025072100435,109,i
1165,2025072100435,111,i
1166,2025072100435,112,i
1167,2025072100435,114,i
1168,2025072100435,115,i
1169,2025072100435,128,i
1170,2025072100435,131,i
1171,2025072100435,134,i
1172,2025072100435,135,i
1173,2025072100435,136,i
1174,2025072100435,137,i
1175,2025072100435,138,i
1176,2025072100435,139,i
1177,2025072100435,140,i
1178,2025072100435,141,i
1179,2025072100435,142,i
1180,2025072100435,143,i
1181,2025072100435,144,i
1182,2025072100435,145,i
1183,2025072100435,146,i
1184,2025072100435,147,i
1185,2025072100435,148,i
1186,2025072100435,149,i
1187,2025072100435,150,i
1188,2025072100435,151,i
1189,2025072100435,152,i
1190,2025072100435,153,i
1191,2025072100435,156,i
1192,2025072100435,159,i
1193,2025072100435,164,i
1194,2025072100435,171,i
1195,2025072100435,172,i
1196,2025072100435,173,i
1197,2025072100435,180,i
1198,2025072100435,181,i
1199,2025072100435,182,i
1200,2025072100435,185,i
1201,2025072100475,1,i
1202,2025072100475,2,i
1203,2025072100475,3,i
1204,2025072100475,4,i
1205,2025072100475,5,i
1206,2025072100475,9,i
1207,2025072100475,10,i
1208,2025072100475,12,i
1209,2025072100475,13,i
1210,2025072200400,124,u
1211,2025072200400,125,u
1212,2025072200400,162,u
1213,2025072200400,165,u
1214,2025072200401,17,u
1215,2025072200401,21,u
1216,2025072200401,22,u
1217,2025072200401,24,u
1218,2025072200401,25,u
1219,2025072200401,26,u
1220,2025072200401,54,u
1221,2025072200401,55,u
1222,2025072200401,56,u
1223,2025072200401,57,u
1224,2025072200401,58,u
1225,2025072200401,59,u
1226,2025072200401,61,u
1227,2025072200401,63,u
1228,2025072200401,66,u
1229,2025072200401,70,u
1230,2025072200401,71,u
1231,2025072200401,104,u
1232,2025072200401,107,u
1233,2025072200401,108,u
1234,2025072200401,109,u
1235,2025072200401,110,u
1236,2025072200401,111,u
1237,2025072200401,112,u
1238,2025072200401,113,u
1239,2025072200401,114,u
1240,2025072200437,1,u
1241,2025072200437,2,u
1242,2025072200437,3,u
1243,2025072200437,4,u
1244,2025072200437,5,u
1245,2025072200437,6,u
1246,2025072200437,7,u
1247,2025072200437,8,u
1248,2025072200437,9,u
1249,2025072200437,12,u
1250,2025072200437,15,u
1251,2025072200437,16,u
1252,2025072200437,28,u
1253,2025072200437,29,u
1254,2025072200437,30,u
1255,2025072200437,31,u
1256,2025072200437,32,u
1257,2025072200437,33,u
1258,2025072200437,34,u
1259,2025072200437,35,u
1260,2025072200437,36,u
1261,2025072200437,37,u
1262,2025072200437,38,u
1263,2025072200437,39,u
