image_id,visit,detector,band
634,2025071800417,132,r
635,2025071800417,133,r
636,2025071800417,134,r
637,2025071800417,135,r
638,2025071800417,136,r
639,2025071800417,138,r
640,2025071800417,139,r
641,2025071800417,141,r
642,2025071800417,142,r
643,2025071800417,143,r
644,2025071800417,162,r
645,2025071800417,163,r
646,2025071800417,164,r
647,2025071800417,165,r
648,2025071800417,166,r
649,2025071800417,167,r
650,2025071800417,171,r
651,2025071800417,172,r
652,2025071800417,173,r
653,2025071800417,174,r
654,2025071800417,175,r
655,2025071800417,176,r
656,2025071800419,112,r
657,2025071800419,113,r
658,2025071800419,114,r
659,2025071800419,115,r
660,2025071800419,116,r
661,2025071800419,153,r
662,2025071800419,154,r
663,2025071800419,155,r
664,2025071800419,156,r
665,2025071800419,157,r
666,2025071800419,158,r
667,2025071800419,159,r
668,2025071800419,160,r
669,2025071800421,9,r
670,2025071800421,10,r
671,2025071800421,11,r
672,2025071800421,13,r
673,2025071800421,14,r
674,2025071800421,16,r
675,2025071800421,17,r
676,2025071800421,18,r
677,2025071800421,19,r
678,2025071800421,21,r
679,2025071800421,22,r
680,2025071800421,23,r
681,2025071800421,24,r
682,2025071800421,25,r
683,2025071800421,26,r
684,2025071800421,46,r
685,2025071800461,75,i
686,2025071800461,76,i
687,2025071800461,77,i
688,2025071800461,78,i
689,2025071800461,79,i
690,2025071800461,80,i
691,2025071800461,81,i
692,2025071800461,82,i
693,2025071800461,83,i
694,2025071800461,84,i
695,2025071800461,85,i
696,2025071800461,86,i
697,2025071800461,87,i
698,2025071800461,88,i
699,2025071800461,89,i
700,2025071800461,90,i
701,2025071800461,91,i
702,2025071800461,93,i
703,2025071800461,94,i
704,2025071800461,96,i
705,2025071800461,97,i
706,2025071800461,117,i
707,2025071800461,118,i
708,2025071800461,119,i
709,2025071800461,120,i
710,2025071800461,121,i
711,2025071800461,124,i
712,2025071800461,125,i
713,2025071800461,126,i
714,2025071800461,127,i
715,2025071800461,128,i
716,2025071800461,129,i
717,2025071800461,130,i
718,2025071800461,131,i
719,2025071800461,132,i
720,2025071800461,133,i
721,2025071800461,134,i
722,2025071800461,135,i
723,2025071800461,136,i
724,2025071800461,138,i
725,2025071800461,139,i
726,2025071800461,141,i
727,2025071800461,142,i
728,2025071800461,143,i
729,2025071800461,162,i
730,2025071800461,163,i
731,2025071800461,164,i
732,2025071800461,165,i
733,2025071800461,166,i
734,2025071800461,167,i
735,2025071800461,169,i
736,2025071800461,171,i
737,2025071800461,172,i
738,2025071800461,173,i
739,2025071800461,174,i
740,2025071800461,175,i
741,2025071800461,176,i
742,2025071800463,162,i
743,2025071800463,163,i
744,2025071800463,164,i
745,2025071800463,165,i
746,2025071800463,166,i
747,2025071800463,167,i
748,2025071800463,169,i
749,2025071800463,170,i
750,2025071800463,171,i
751,2025071800463,174,i
752,2025071800463,175,i
753,2025071800463,177,i
754,2025071800463,178,i
755,2025071800465,9,i
756,2025071800465,10,i
757,2025071800465,11,i
758,2025071800465,13,i
759,2025071800465,14,i
760,2025071800465,16,i
761,2025071800465,17,i
762,2025071800465,18,i
763,2025071800465,19,i
764,2025071800465,21,i
765,2025071800465,22,i
766,2025071800465,23,i
767,2025071800465,24,i
768,2025071800465,25,i
769,2025071800465,26,i
770,2025071800465,46,i
771,2025071900458,1,u
772,2025071900458,2,u
773,2025071900458,3,u
774,2025071900458,4,u
775,2025071900458,5,u
776,2025071900458,6,u
777,2025071900458,7,u
778,2025071900458,8,u
779,2025071900458,9,u
780,2025071900458,10,u
781,2025071900458,11,u
782,2025071900458,12,u
783,2025071900458,13,u
784,2025071900458,14,u
785,2025071900458,15,u
786,2025071900458,18,u
787,2025071900458,19,u
788,2025071900458,36,u
789,2025071900458,37,u
790,2025071900462,62,u
791,2025071900462,69,u
792,2025071900462,93,u
793,2025071900462,94,u
794,2025071900462,95,u
795,2025071900462,96,u
796,2025071900462,97,u
797,2025071900462,98,u
798,2025071900462,99,u
799,2025071900462,100,u
800,2025071900462,101,u
801,2025071900462,102,u
802,2025071900462,103,u
803,2025071900462,104,u
804,2025071900462,105,u
805,2025071900462,106,u
806,2025071900462,107,u
807,2025071900462,108,u
808,2025071900462,109,u
809,2025071900462,111,u
810,2025071900462,112,u
811,2025071900462,114,u
812,2025071900462,115,u
813,2025071900462,116,u
814,2025071900462,135,u
815,2025071900462,136,u
816,2025071900462,137,u
817,2025071900462,139,u
818,2025071900462,140,u
819,2025071900462,142,u
820,2025071900462,143,u
821,2025071900462,144,u
822,2025071900462,145,u
823,2025071900462,146,u
824,2025071900462,147,u
825,2025071900462,148,u
826,2025071900462,149,u
827,2025071900462,150,u
828,2025071900462,151,u
829,2025071900462,152,u
830,2025071900462,153,u
831,2025071900462,154,u
832,2025071900462,155,u
833,2025071900462,156,u
834,2025071900462,157,u
835,2025071900462,158,u
836,2025071900462,159,u
837,2025071900462,160,u
838,2025071900462,172,u
839,2025071900462,173,u
840,2025071900462,176,u
841,2025071900462,179,u
842,2025071900462,180,u
843,2025071900462,181,u
844,2025071900462,182,u
845,2025071900462,183,u
846,2025071900462,184,u
847,2025071900462,185,u
848,2025071900462,186,u
849,2025071900462,187,u
850,2025071900463,33,u
851,2025071900463,72,u
852,2025071900463,73,u
853,2025071900463,75,u
854,2025071900463,76,u
855,2025071900463,78,u
856,2025071900463,79,u
857,2025071900463,80,u
858,2025071900463,117,u
859,2025071900463,118,u
860,2025071900463,119,u
861,2025071900463,120,u
862,2025071900463,121,u
863,2025071900463,124,u
864,2025071900463,125,u
865,2025071900463,132,u
866,2025072000314,64,r
867,2025072000314,67,r
868,2025072000314,68,r
869,2025072000314,70,r
870,2025072000314,71,r
871,2025072000314,109,r
872,2025072000314,110,r
873,2025072000314,112,r
874,2025072000314,113,r
875,2025072000330,1,r
876,2025072000330,2,r
877,2025072000330,3,r
878,2025072000330,4,r
879,2025072000330,5,r
880,2025072000330,6,r
881,2025072000330,7,r
882,2025072000330,8,r
883,2025072000330,9,r
884,2025072000330,12,r
885,2025072000330,15,r
886,2025072000330,28,r
887,2025072000330,29,r
888,2025072000330,30,r
889,2025072000330,31,r
890,2025072000330,32,r
891,2025072000330,33,r
892,2025072000330,36,r
893,2025072000330,37,r
894,2025072000330,38,r
895,2025072000330,39,r
896,2025072000330,40,r
897,2025072000330,41,r
898,2025072000330,45,r
899,2025072000330,46,r
900,2025072000330,48,r
901,2025072000330,49,r
902,2025072000361,64,i
903,2025072000361,67,i
904,2025072000361,68,i
905,2025072000361,70,i
906,2025072000361,71,i
907,2025072000361,109,i
908,2025072000361,110,i
909,2025072000361,112,i
910,2025072000361,113,i
911,2025072000377,1,i
912,2025072000377,2,i
913,2025072000377,3,i
914,2025072000377,4,i
915,2025072000377,5,i
916,2025072000377,6,i
917,2025072000377,7,i
918,2025072000377,8,i
919,2025072000377,9,i
920,2025072000377,12,i
921,2025072000377,15,i
922,2025072000377,28,i
923,2025072000377,29,i
924,2025072000377,30,i
925,2025072000377,31,i
926,2025072000377,32,i
927,2025072000377,33,i
928,2025072000377,36,i
929,2025072000377,37,i
930,2025072000377,38,i
931,2025072000377,39,i
932,2025072000377,40,i
933,2025072000377,41,i
934,2025072000377,45,i
935,2025072000377,46,i
936,2025072000377,48,i
937,2025072000377,49,i
938,2025072000383,88,g
939,2025072000383,89,g
940,2025072000383,96,g
941,2025072000383,97,g
942,2025072000383,127,g
943,2025072000383,128,g
944,2025072000383,130,g
945,2025072000383,131,g
946,2025072000383,133,g
947,2025072000383,134,g
948,2025072000383,135,g
949,2025072000383,136,g
950,2025072000383,137,g
951,2025072000383,138,g
952,2025072000383,139,g
953,2025072000383,140,g
954,2025072000383,141,g
955,2025072000383,142,g
956,2025072000383,143,g
957,2025072000383,144,g
958,2025072000383,145,g
959,2025072000383,146,g
960,2025072000383,147,g
961,2025072000383,148,g
962,2025072000383,149,g
963,2025072000383,150,g
964,2025072000383,151,g
965,2025072000383,152,g
966,2025072000383,163,g
967,2025072000383,164,g
968,2025072000383,166,g
969,2025072000383,167,g
970,2025072000383,169,g
971,2025072000383,170,g
972,2025072000383,171,g
973,2025072000383,172,g
974,2025072000383,173,g
975,2025072000383,174,g
976,2025072000383,175,g
977,2025072000383,176,g
978,2025072000383,177,g
979,2025072000383,178,g
980,2025072000383,179,g
981,2025072000383,180,g
982,2025072000383,181,g
983,2025072000383,182,g
984,2025072000383,183,g
985,2025072000383,184,g
986,2025072000383,185,g
987,2025072000383,186,g
988,2025072000383,187,g
989,2025072100391,51,g
990,2025072100391,52,g
991,2025072100391,53,g
992,2025072100391,60,g
993,2025072100391,61,g
994,2025072100391,62,g
995,2025072100391,69,g
996,2025072100391,70,g
997,2025072100391,86,g
998,2025072100391,89,g
999,2025072100391,90,g
1000,2025072100391,91,g
1001,2025072100391,92,g
1002,2025072100391,93,g
1003,2025072100391,94,g
1004,2025072100391,95,g
1005,2025072100391,96,g
1006,2025072100391,97,g
1007,2025072100391,98,g
1008,2025072100391,99,g
1009,2025072100391,100,g
1010,2025072100391,101,g
1011,2025072100391,102,g
1012,2025072100391,103,g
1013,2025072100391,104,g
1014,2025072100391,105,g
1015,2025072100391,106,g
1016,2025072100391,107,g
1017,2025072100391,108,g
1018,2025072100391,109,g
1019,2025072100391,111,g
1020,2025072100391,112,g
1021,2025072100391,114,g
1022,2025072100391,115,g
1023,2025072100391,128,g
1024,2025072100391,131,g
1025,2025072100391,134,g
1026,2025072100391,135,g
1027,2025072100391,136,g
1028,2025072100391,137,g
1029,2025072100391,138,g
1030,2025072100391,139,g
1031,2025072100391,140,g
1032,2025072100391,141,g
1033,2025072100391,142,g
1034,2025072100391,143,g
1035,2025072100391,144,g
1036,2025072100391,145,g
1037,2025072100391,146,g
1038,2025072100391,147,g
1039,2025072100391,148,g
1040,2025072100391,149,g
1041,2025072100391,150,g
1042,2025072100391,151,g
1043,2025072100391,152,g
1044,2025072100391,153,g
1045,2025072100391,156,g
1046,2025072100391,159,g
1047,2025072100391,164,g
1048,2025072100391,171,g
1049,2025072100391,173,g
1050,2025072100391,180,g
1051,2025072100391,181,g
1052,2025072100391,182,g
1053,2025072100392,1,g
1054,2025072100392,2,g
1055,2025072100392,3,g
1056,2025072100392,4,g
1057,2025072100392,5,g
1058,2025072100392,9,g
1059,2025072100392,10,g
1060,2025072100392,12,g
1061,2025072100392,13,g
1062,2025072100393,51,r
1063,2025072100393,52,r
1064,2025072100393,53,r
1065,2025072100393,60,r
1066,2025072100393,61,r
1067,2025072100393,62,r
1068,2025072100393,69,r
1069,2025072100393,86,r
1070,2025072100393,89,r
1071,2025072100393,90,r
1072,2025072100393,91,r
1073,2025072100393,92,r
1074,2025072100393,93,r
1075,2025072100393,94,r
1076,2025072100393,95,r
1077,2025072100393,96,r
1078,2025072100393,97,r
1079,2025072100393,98,r
1080,2025072100393,99,r
1081,2025072100393,100,r
1082,2025072100393,101,r
1083,2025072100393,102,r
1084,2025072100393,103,r
1085,2025072100393,104,r
1086,2025072100393,105,r
1087,2025072100393,106,r
1088,2025072100393,107,r
1089,2025072100393,108,r
1090,2025072100393,109,r
1091,2025072100393,111,r
1092,2025072100393,112,r
1093,2025072100393,114,r
1094,2025072100393,115,r
1095,2025072100393,128,r
1096,2025072100393,131,r
1097,2025072100393,134,r
1098,2025072100393,135,r
1099,2025072100393,136,r
1100,2025072100393,137,r
1101,2025072100393,138,r
1102,2025072100393,139,r
1103,2025072100393,140,r
1104,2025072100393,141,r
1105,2025072100393,142,r
1106,2025072100393,143,r
1107,2025072100393,144,r
1108,2025072100393,145,r
1109,2025072100393,146,r
1110,2025072100393,147,r
1111,2025072100393,148,r
1112,2025072100393,149,r
1113,2025072100393,150,r
1114,2025072100393,151,r
1115,2025072100393,152,r
1116,2025072100393,153,r
1117,2025072100393,156,r
1118,2025072100393,159,r
1119,2025072100393,164,r
1120,2025072100393,171,r
1121,2025072100393,172,r
1122,2025072100393,173,r
1123,2025072100393,180,r
1124,2025072100393,181,r
1125,2025072100393,182,r
1126,2025072100393,185,r
1127,2025072100433,1,r
1128,2025072100433,2,r
1129,2025072100433,3,r
1130,2025072100433,4,r
1131,2025072100433,5,r
1132,2025072100433,9,r
1133,2025072100433,10,r
1134,2025072100433,12,r
1135,2025072100433,13,r
