night,ndet,nvisit,n_epochs,tier,arc_hr,rms_arcsec,speed_degday,chi2,a_au,ecc,ra,dec,check,match_obj,match_frac,status
60874,3,3,3,3+visit,1.5129434347618371,0.221591212385845,5.645739915485336,,,,345.2718553469916,-6.202819975284715,"OK linrms 0.22"" PA 173 5.65deg/day 3ep",,0.0,NEW
60874,2,2,2,2visit,0.2615839453646913,2.0463630789890885e-10,3.1677258616041226,1.4166881984545612,0.955277196837534,0.0991103484060524,346.82823984547673,-7.07833239016742,OK 2v chi2 1.4 a0.96 e0.10,,0.0,NEW
