#MJD,RA,Dec,observerX,observerY,observerZ,stringID,mag,band,obscode,origindex
60870.1275707,245.9309144,-12.0018806,55971882.660,-141386700.208,7491.238,352,21.500,r,I11,354
60870.1503654,245.9397314,-12.0281863,56026255.790,-141365320.502,7479.067,355,21.500,i,I11,357
60870.1522925,244.6649572,-11.6350002,56030851.816,-141363507.359,7475.967,357,21.107,i,I11,359
60870.1522925,245.9404815,-12.0304078,56030851.816,-141363507.359,7475.967,356,21.500,i,I11,358
60870.1299082,237.6046585,-14.7291433,55977458.675,-141384513.602,7492.072,353,16.811,r,I11,355
60870.1546660,237.6995434,-14.7840978,56036512.420,-141361272.936,7471.707,358,16.771,i,I11,360
60870.1712468,246.2571248,-27.9890687,56076048.981,-141345626.130,7428.429,359,19.331,i,I11,361
60870.1954387,246.2825851,-28.0176516,56133700.538,-141322681.287,7323.670,365,20.119,z,I11,367
60870.1831236,262.2774935,-16.0331031,56104358.526,-141334378.442,7383.071,360,21.208,i,I11,362
60870.2071360,262.2965365,-16.0499857,56161557.301,-141311539.029,7255.898,367,20.704,z,I11,369
60870.1840666,259.9288168,-16.2931971,56106605.693,-141333484.029,7378.964,361,21.490,i,I11,363
60870.2080812,259.9463628,-16.2623233,56163807.632,-141310637.349,7249.950,368,22.137,z,I11,370
60870.1855301,255.0110817,-16.1268850,56110093.327,-141332095.423,7372.444,362,20.206,i,I11,364
60870.2095282,255.0202884,-16.1588308,56167252.464,-141309256.587,7240.708,369,21.041,z,I11,371
60870.1864873,254.9100641,-21.7683804,56112374.269,-141331186.957,7368.083,363,19.554,i,I11,365
60870.1869577,254.9115724,-21.7692656,56113495.138,-141330740.442,7365.913,364,19.656,i,I11,366
60870.2104732,254.9873482,-21.8132985,56169501.981,-141308354.634,7234.585,370,20.397,z,I11,372
60870.2109479,254.9888890,-21.8141849,56170632.142,-141307901.401,7231.483,371,19.989,z,I11,373
60870.2235961,281.3907559,-25.3668121,56200730.409,-141295809.046,7142.510,372,15.560,i,I11,374
60870.2249977,281.3900527,-25.3654005,56204064.430,-141294466.963,7131.914,373,14.632,i,I11,375
60870.2447229,281.3801825,-25.3455282,56250956.860,-141275536.305,6967.884,376,15.976,z,I11,378
60870.2461141,281.3794881,-25.3441259,56254261.947,-141274198.216,6955.301,377,15.338,z,I11,379
60870.2351620,267.0920531,-26.1356760,56228234.820,-141284721.949,7050.806,374,21.500,i,I11,376
60870.2560377,267.1507525,-26.1335895,56277828.741,-141264642.650,6861.865,378,22.394,z,I11,380
60870.2397721,276.9853029,-33.1555313,56239192.697,-141280295.061,7011.606,375,21.500,i,I11,377
60870.2606616,276.9982119,-33.1339773,56288804.301,-141260183.881,6816.191,380,23.696,z,I11,382
60870.2724270,10.6371662,1.9099104,56316714.268,-141248821.513,6694.177,381,21.500,y,I11,383
60870.2833238,10.6621799,1.9180537,56342541.198,-141238276.942,6574.204,383,21.500,y,I11,385
60870.2988897,300.8616686,-29.2403023,56379395.052,-141223181.551,6392.338,384,23.273,r,I11,386
60870.3327239,300.9133575,-29.1884420,56459328.110,-141190255.784,5962.327,393,22.790,i,I11,395
60870.3573754,300.9514221,-29.1504151,56517407.683,-141166188.206,5627.993,396,22.962,z,I11,398
60870.2998581,306.7899554,-27.4715092,56381686.368,-141222241.179,6380.648,385,19.675,r,I11,387
60870.3345949,306.7534936,-27.4451192,56463741.069,-141188431.103,5937.442,394,19.629,i,I11,396
60870.3592766,306.7276849,-27.4263174,56521881.283,-141164329.876,5601.738,397,20.213,z,I11,399
60870.3755868,306.7106840,-27.4138726,56560224.434,-141148377.971,5374.877,399,19.641,i,I11,401
60870.3207562,298.0287536,-16.9163123,56431082.598,-141201918.219,6119.066,392,23.819,i,I11,394
60870.3815211,298.0873201,-16.8860142,56574159.757,-141142570.335,5291.906,401,21.486,i,I11,403
60870.3878808,300.9991101,-29.1031212,56589084.821,-141136344.676,5202.937,403,22.371,i,I11,405
60870.3925958,306.6930049,-27.4008794,56600143.881,-141131728.117,5137.024,404,20.141,z,I11,406
60870.3350652,309.1309004,-23.8866485,56464850.215,-141187972.384,5931.172,395,20.047,i,I11,397
60870.3597360,309.1750365,-23.9036648,56522962.218,-141163880.765,5595.385,398,20.663,z,I11,400
60870.3764975,309.2053383,-23.9150616,56562363.391,-141147486.882,5362.153,400,20.158,i,I11,402
60870.3935287,309.2364248,-23.9265185,56602331.479,-141130814.572,5123.993,405,20.324,z,I11,407
60870.9771879,247.1790941,-28.9496098,57959176.144,-140574196.594,6390.214,406,21.218,r,I11,408
60870.9865583,247.1890670,-28.9608232,57981266.527,-140565344.345,6493.686,409,21.572,r,I11,411
60870.9883735,247.1909973,-28.9629941,57985547.270,-140563627.975,6513.203,410,21.588,i,I11,412
60870.9977711,247.2009741,-28.9742160,58007718.263,-140554733.051,6611.352,412,22.846,i,I11,414
60870.9817952,259.4716114,-24.6434169,57970035.707,-140569845.855,6441.648,408,21.204,r,I11,410
60870.9929869,259.4910123,-24.6357649,57996429.584,-140559263.198,6562.001,411,23.009,i,I11,413
60871.0000690,259.5032599,-24.6309134,58013141.605,-140552555.760,6634.588,413,22.409,g,I11,415
60871.0014333,255.3670557,-17.2012054,58016361.962,-140551262.607,6648.238,414,25.504,g,I11,416
60871.0337439,255.3793810,-17.2431711,58092700.418,-140520537.643,6937.091,421,25.487,g,I11,423
60871.0153556,269.4383315,-26.0794353,58049238.750,-140538047.723,6781.039,418,23.776,g,I11,420
60871.0389056,269.5043689,-26.0782569,58104907.405,-140515610.387,6976.671,422,23.976,r,I11,424
60871.0398146,266.5262904,-29.5088696,58107057.454,-140514742.091,6983.442,423,24.296,r,I11,425
60871.0402566,266.5253584,-29.5086374,58108102.902,-140514319.838,6986.713,424,24.875,r,I11,426
60872.0028952,221.6418203,-39.3105358,60348660.063,-139558693.327,6520.980,426,22.552,r,I11,428
60872.0101685,221.6514904,-39.3103274,60365717.273,-139551502.529,6589.968,427,20.281,r,I11,429
60872.9753974,223.0462652,-39.2778070,62596796.521,-138556381.049,6095.113,428,19.070,r,I11,430
60872.9763205,223.0475349,-39.2777740,62598941.829,-138555436.663,6105.336,429,19.031,r,I11,431
60872.9767806,223.0481677,-39.2777576,62600011.045,-138554965.956,6110.414,430,19.026,r,I11,432
60872.9777414,223.0494896,-39.2777229,62602244.246,-138553982.764,6120.985,431,19.081,r,I11,433
60872.9782008,223.0501210,-39.2777063,62603312.063,-138553512.617,6126.023,432,19.147,r,I11,434
60872.9786572,223.0507482,-39.2776897,62604372.934,-138553045.510,6131.017,433,19.106,r,I11,435
60872.9791122,223.0513741,-39.2776730,62605430.623,-138552579.786,6135.985,434,19.096,r,I11,436
60872.9819275,223.0552476,-39.2775688,62611975.284,-138549697.614,6166.481,435,19.061,r,I11,437
60872.9823796,223.0558693,-39.2775519,62613026.359,-138549234.668,6171.338,436,19.142,r,I11,438
60872.9862637,223.0612118,-39.2774038,62622058.311,-138545255.754,6212.621,437,19.143,r,I11,439
60872.9900710,223.0664484,-39.2772543,62630913.809,-138541353.137,6252.278,438,19.751,g,I11,440
60872.9915634,223.0685021,-39.2771945,62634385.459,-138539822.776,6267.598,439,19.657,g,I11,441
60872.9940024,223.0718558,-39.2770955,62640060.071,-138537320.806,6292.361,440,19.731,g,I11,442
60872.9954142,223.0737982,-39.2770374,62643345.285,-138535872.041,6306.537,441,19.806,g,I11,443
60872.9958923,223.0744558,-39.2770176,62644457.707,-138535381.418,6311.310,442,19.742,g,I11,444
60873.0018059,223.0825926,-39.2767668,62658221.510,-138529308.878,6369.223,443,19.823,g,I11,445
60873.0028247,223.0839947,-39.2767226,62660593.190,-138528262.088,6378.985,444,19.822,g,I11,446
60873.0032939,223.0846401,-39.2767021,62661685.544,-138527779.913,6383.460,445,19.794,g,I11,447
60873.1416653,223.2771721,-39.2680228,62984630.384,-138383546.702,6979.205,446,19.107,i,I11,448
60873.1439555,223.2804190,-39.2678406,62989979.218,-138381122.184,6975.579,447,19.063,i,I11,449
60873.1444128,223.2810670,-39.2678042,62991047.351,-138380637.860,6974.801,448,19.122,i,I11,450
60873.1448702,223.2817151,-39.2677677,62992115.568,-138380153.443,6974.004,449,19.071,i,I11,451
60873.1453285,223.2823661,-39.2677310,62993185.890,-138379668.018,6973.187,450,19.070,i,I11,452
60873.1476201,223.2856171,-39.2675473,62998537.989,-138377239.857,6968.832,451,19.118,i,I11,453
60873.1480764,223.2862660,-39.2675105,62999603.627,-138376756.233,6967.911,452,19.174,i,I11,454
60873.1485326,223.2869135,-39.2674738,63000668.993,-138376272.677,6966.972,453,19.111,i,I11,455
60873.1521835,223.2921016,-39.2671785,63009194.755,-138372401.000,6958.810,454,19.144,i,I11,456
60873.1551474,223.2963171,-39.2669371,63016115.648,-138369255.560,6951.342,455,19.623,g,I11,457
60873.1556060,223.2969705,-39.2668996,63017186.591,-138368768.627,6950.119,456,19.629,g,I11,458
60873.1560659,223.2976255,-39.2668619,63018260.395,-138368280.338,6948.874,457,19.639,g,I11,459
60873.1574406,223.2995839,-39.2667492,63021470.299,-138366820.373,6945.046,458,19.646,g,I11,460
60873.1597247,223.3028392,-39.2665612,63026803.075,-138364393.759,6938.330,459,19.646,g,I11,461
60873.1610963,223.3047945,-39.2664480,63030005.298,-138362935.965,6934.082,460,19.667,g,I11,462
60873.1615535,223.3054480,-39.2664101,63031072.873,-138362449.847,6932.631,461,19.669,g,I11,463
60873.1620130,223.3061029,-39.2663721,63032145.642,-138361961.308,6931.154,462,19.695,g,I11,464
60873.1624660,223.3067495,-39.2663346,63033203.075,-138361479.699,6929.681,463,19.659,g,I11,465
60873.1642962,223.3093623,-39.2661825,63037475.764,-138359533.142,6923.552,464,19.641,g,I11,466
60873.1665808,223.3126274,-39.2659920,63042808.755,-138357102.283,6915.503,465,19.692,g,I11,467
60873.1670358,223.3132779,-39.2659539,63043871.045,-138356617.908,6913.848,466,19.696,g,I11,468
60873.1679506,223.3145863,-39.2658773,63046006.309,-138355644.122,6910.466,467,19.661,g,I11,469
60873.1684096,223.3152429,-39.2658389,63047077.761,-138355155.402,6908.743,468,19.650,g,I11,470
60873.1705833,223.3183527,-39.2656563,63052151.134,-138352840.529,6900.342,469,19.066,r,I11,471
60873.1710405,223.3190084,-39.2656177,63053218.442,-138352353.378,6898.525,470,19.066,r,I11,472
60873.1714976,223.3196629,-39.2655792,63054285.160,-138351866.441,6896.690,471,19.051,r,I11,473
60873.1719583,223.3203218,-39.2655404,63055360.342,-138351375.583,6894.824,472,19.085,r,I11,474
60873.1724144,223.3209750,-39.2655020,63056424.910,-138350889.515,6892.958,473,19.049,r,I11,475
60873.1728749,223.3216356,-39.2654630,63057499.505,-138350398.812,6891.057,474,19.091,r,I11,476
60873.1733345,223.3222948,-39.2654241,63058572.222,-138349908.910,6889.142,475,19.096,r,I11,477
60873.1737916,223.3229498,-39.2653855,63059639.096,-138349421.620,6887.220,476,19.108,r,I11,478
60873.1747153,223.3242731,-39.2653073,63061794.577,-138348436.943,6883.283,477,19.084,r,I11,479
60873.1751714,223.3249285,-39.2652685,63062858.975,-138347950.615,6881.313,478,19.071,r,I11,480
60873.1765442,223.3268968,-39.2651520,63066062.555,-138346486.549,6875.278,479,19.078,r,I11,481
60873.1779211,223.3288733,-39.2650348,63069275.537,-138345017.676,6869.069,480,19.052,r,I11,482
60873.1783828,223.3295366,-39.2649954,63070352.767,-138344525.087,6866.952,481,19.133,r,I11,483
60873.1806728,223.3328265,-39.2647998,63075695.975,-138342080.927,6856.192,482,19.101,r,I11,484
60873.1811291,223.3334820,-39.2647607,63076760.453,-138341593.831,6853.997,483,19.079,r,I11,485
60873.1825032,223.3354577,-39.2646430,63079966.474,-138340126.442,6847.282,484,19.100,r,I11,486
60873.1838684,223.3374230,-39.2645256,63083151.402,-138338668.203,6840.458,485,19.082,r,I11,487
60873.1870428,223.3419935,-39.2642520,63090556.154,-138335275.941,6824.004,486,23.917,u,I11,488
60873.1875960,223.3427904,-39.2642043,63091846.636,-138334684.467,6821.053,487,23.512,u,I11,489
60873.1892531,223.3451793,-39.2640608,63095711.572,-138332912.532,6812.066,488,23.850,u,I11,490
60873.1909087,223.3475683,-39.2639172,63099572.869,-138331141.521,6802.867,489,23.385,u,I11,491
60873.1925562,223.3499459,-39.2637740,63103414.977,-138329378.574,6793.495,490,23.179,u,I11,492
60873.1947531,223.3531199,-39.2635825,63108537.920,-138327026.769,6780.661,491,23.811,u,I11,493
60873.1952991,223.3539092,-39.2635349,63109811.055,-138326442.104,6777.412,492,23.131,u,I11,494
60873.1958457,223.3547000,-39.2634871,63111085.531,-138325856.742,6774.136,493,23.210,u,I11,495
60873.1969446,223.3562895,-39.2633910,63113647.796,-138324679.657,6767.478,494,23.497,u,I11,496
60873.1980433,223.3578782,-39.2632948,63116209.450,-138323502.524,6760.726,495,24.089,u,I11,497
60873.1985999,223.3586845,-39.2632460,63117506.991,-138322906.153,6757.270,496,23.473,u,I11,498
60873.1991457,223.3594749,-39.2631981,63118779.347,-138322321.274,6753.857,497,23.533,u,I11,499
60873.2008040,223.3618763,-39.2630525,63122645.261,-138320543.689,6743.345,498,23.888,u,I11,500
60873.2044164,223.3671135,-39.2627344,63131065.167,-138316669.545,6719.707,499,19.952,z,I11,501
60873.2048664,223.3677680,-39.2626946,63132114.066,-138316186.680,6716.692,500,19.943,z,I11,502
60873.2062451,223.3697684,-39.2625728,63135327.059,-138314707.222,6707.358,501,20.096,z,I11,503
60873.2067000,223.3704292,-39.2625326,63136387.379,-138314218.873,6704.246,502,20.056,z,I11,504
60873.2071529,223.3710871,-39.2624925,63137442.633,-138313732.800,6701.132,503,19.999,z,I11,505
60873.2076113,223.3717525,-39.2624520,63138510.935,-138313240.662,6697.965,504,19.976,z,I11,506
60873.2103687,223.3757619,-39.2622075,63144935.986,-138310279.601,6678.576,505,20.043,z,I11,507
60873.2117439,223.3777624,-39.2620853,63148139.942,-138308802.248,6668.693,506,19.986,z,I11,508
60873.2122045,223.3784334,-39.2620443,63149212.917,-138308307.382,6665.351,507,20.010,z,I11,509
60873.2131173,223.3797612,-39.2619632,63151339.408,-138307326.453,6658.681,508,19.863,z,I11,510
60873.2135778,223.3804325,-39.2619222,63152412.334,-138306831.437,6655.292,509,20.088,z,I11,511
60873.2140406,223.3811069,-39.2618810,63153490.250,-138306334.061,6651.871,510,20.024,z,I11,512
60873.2149598,223.3824459,-39.2617991,63155631.531,-138305345.851,6645.029,511,19.995,z,I11,513
60873.2158746,223.3837796,-39.2617175,63157762.356,-138304362.239,6638.157,512,20.068,z,I11,514
60873.2167858,223.3851079,-39.2616362,63159884.726,-138303382.304,6631.251,513,19.986,z,I11,515
60873.9830509,272.6227646,-24.0706195,64909622.191,-137479725.748,6046.208,514,24.216,i,I11,516
60873.9947440,272.6581021,-24.0608275,64936618.529,-137467278.471,6165.786,515,23.434,z,I11,517
60874.0124384,289.8023123,-25.5282507,64977506.736,-137448396.586,6330.974,517,18.799,g,I11,519
60874.0370207,289.8852883,-25.4542495,65034374.833,-137422064.119,6525.525,522,18.009,r,I11,524
60874.0167622,291.7303709,-24.4989670,64987504.362,-137443773.649,6368.250,518,23.931,g,I11,520
60874.0413618,291.7564244,-24.5086006,65044423.961,-137417401.091,6555.338,523,23.961,r,I11,525
60874.0249308,279.6360543,-11.8038607,65006398.017,-137435029.947,6435.179,519,21.500,g,I11,521
60874.0503935,279.6661074,-11.8523145,65065336.593,-137407686.763,6612.773,526,21.500,r,I11,528
60874.0273975,279.7633810,-21.6716308,65012104.803,-137432386.995,6454.470,520,15.920,g,I11,522
60874.0529355,279.7527943,-21.6478798,65071223.764,-137404949.436,6627.800,527,15.574,r,I11,529
60874.0847291,302.2916542,-14.9141150,65144892.209,-137370590.296,6771.731,529,21.527,g,I11,531
60874.1004692,302.3096364,-14.9051052,65181379.685,-137353493.526,6811.730,540,24.640,g,I11,542
60874.1078705,302.3180550,-14.9008537,65198538.175,-137345434.135,6823.182,543,21.464,r,I11,545
60874.0847291,302.6928323,-14.8916573,65144892.209,-137370590.296,6771.731,530,21.818,g,I11,532
60874.1078705,302.7399548,-14.9318513,65198538.175,-137345434.135,6823.182,542,20.886,r,I11,544
60874.0860801,303.0846432,-24.6301454,65148023.847,-137369125.072,6775.992,531,20.528,g,I11,533
60874.1093871,303.0623061,-24.6130016,65202054.237,-137343781.043,6824.943,544,19.616,r,I11,546
60874.0892001,306.6913923,-23.5503239,65155255.759,-137365739.900,6785.241,532,21.337,g,I11,534
60874.1125809,306.7216940,-23.5164458,65209458.637,-137340298.043,6828.000,545,20.702,r,I11,547
60874.0907119,308.7716882,-25.9842211,65158760.291,-137364098.700,6789.426,534,18.752,g,I11,536
60874.0912216,308.7730397,-25.9851815,65159941.715,-137363545.316,6790.792,535,19.462,g,I11,537
60874.0907119,310.1117055,-24.9813823,65158760.291,-137364098.700,6789.426,533,19.236,g,I11,535
60874.0917237,310.1164955,-24.9815647,65161105.700,-137363000.043,6792.117,536,19.831,g,I11,538
60874.1151384,310.2262982,-24.9855295,65215387.939,-137337507.161,6829.809,546,18.709,r,I11,548
60874.0926929,316.0915402,-26.2948386,65163352.434,-137361947.394,6794.613,537,29.314,g,I11,539
60874.1160923,316.1280019,-26.3092522,65217599.542,-137336465.770,6830.338,547,23.541,r,I11,549
60874.0952314,312.1570484,-17.7032374,65169237.209,-137359189.239,6800.771,538,21.022,g,I11,540
60874.1185783,312.1446742,-17.7246317,65223362.841,-137333750.932,6831.345,548,20.483,r,I11,550
60874.0967062,314.9770497,-8.6963796,65172655.958,-137357586.227,6804.095,539,19.881,g,I11,541
60874.1200488,314.9285756,-8.6481307,65226772.015,-137332144.310,6831.687,549,20.301,r,I11,551
60874.2070613,329.6603608,-13.2285442,65428300.780,-137236171.118,6523.506,554,21.426,r,I11,556
60874.2080321,329.6618218,-13.2297790,65430545.305,-137235090.694,6516.595,556,21.324,r,I11,558
60874.2406551,329.7107877,-13.2712294,65505896.509,-137198670.049,6244.960,562,20.932,r,I11,564
60874.2412216,329.7116371,-13.2719492,65507203.579,-137198035.736,6239.601,563,20.955,r,I11,565
60874.2613526,329.7417745,-13.2974889,65553614.541,-137175457.427,6036.305,570,21.159,i,I11,572
60874.2619247,329.7426305,-13.2982141,65554932.542,-137174814.682,6030.178,571,21.169,i,I11,573
60874.2075241,332.8283101,-12.3430616,65429370.613,-137235656.175,6520.221,555,21.500,r,I11,557
60874.2084977,332.8291614,-12.3418229,65431621.797,-137234572.422,6513.256,557,25.338,r,I11,559
60874.2416952,332.8580079,-12.2995185,65508296.181,-137197505.436,6235.106,564,21.500,r,I11,566
60874.2421524,332.8584039,-12.2989337,65509351.076,-137196993.381,6230.752,565,21.500,r,I11,567
60874.2624159,332.8758849,-12.2730265,65556063.866,-137174262.904,6024.903,572,21.500,i,I11,574
60874.2628774,332.8762826,-12.2724350,65557127.089,-137173744.285,6019.934,573,21.500,i,I11,575
60874.2099136,329.7999020,-4.6812952,65434895.109,-137232996.137,6503.001,558,21.974,r,I11,560
60874.2327407,329.8242980,-4.6887121,65487630.845,-137207525.238,6317.625,561,22.108,r,I11,563
60874.2533451,329.8462716,-4.6954033,65535162.361,-137184446.981,6120.090,568,21.890,i,I11,570
60874.2168485,337.4522973,-21.8865592,65450924.040,-137225269.359,6450.629,559,26.322,r,I11,561
60874.2445879,337.5011481,-22.0016618,65514969.400,-137194265.254,6207.336,567,21.170,r,I11,569
60874.2173561,338.1581845,-17.2148041,65452097.152,-137224703.340,6446.657,560,23.223,r,I11,562
60874.2440781,338.1961643,-17.2248075,65513793.435,-137194836.407,6212.269,566,20.753,r,I11,568
60874.2649668,338.2258698,-17.2326028,65561939.254,-137171396.314,5997.292,574,20.699,i,I11,576
60874.2689882,345.7297075,-15.2908841,65571198.993,-137166875.102,5953.041,575,22.330,r,I11,577
60874.2694544,345.7290762,-15.2909301,65572272.121,-137166350.862,5947.856,576,22.591,r,I11,578
60874.2807127,350.4859270,-0.8769337,65598178.104,-137153678.671,5819.231,580,25.035,r,I11,582
60874.2832331,350.4905758,-0.8748246,65603974.140,-137150839.130,5789.582,581,21.500,r,I11,583
60874.2836771,346.7119814,-1.5973521,65604995.112,-137150338.782,5784.328,582,19.928,r,I11,584
60874.2970687,346.7050197,-1.6110409,65635768.264,-137135235.217,5621.739,592,19.806,r,I11,594
60874.3095778,346.6985034,-1.6238295,65664479.095,-137121105.485,5463.345,593,19.731,i,I11,595
60874.2865650,346.0242488,-10.9529846,65611634.341,-137147083.909,5749.933,583,21.091,r,I11,585
60874.3119718,345.9979611,-10.8982293,65669969.987,-137118399.110,5432.395,594,20.967,i,I11,596
60874.2941655,352.2657230,6.8045569,65629099.901,-137138511.740,5657.639,590,18.241,r,I11,592
60874.2946099,352.2674191,6.8064912,65630120.857,-137138010.220,5652.165,591,18.201,r,I11,593
60874.3408113,290.8669345,-24.5176814,65736014.551,-137085749.553,5046.889,595,18.580,i,I11,597
60874.3689106,290.9589214,-24.4292621,65800178.439,-137053873.306,4657.147,609,18.786,r,I11,611
60874.3408113,292.0597892,-24.6082571,65736014.551,-137085749.553,5046.889,596,22.791,i,I11,598
60874.3689106,292.0905144,-24.6159721,65800178.439,-137053873.306,4657.147,608,22.962,r,I11,610
60874.3422714,294.8285898,-25.6319423,65739353.229,-137084094.516,5026.875,597,20.174,i,I11,599
60874.3684653,294.8131127,-25.6675866,65799163.031,-137054378.831,4663.370,607,19.920,r,I11,609
60874.3703383,294.8120265,-25.6701385,65803433.600,-137052252.493,4637.194,610,20.528,r,I11,612
60874.3451958,302.8357968,-24.4376789,65746038.668,-137080779.192,4986.684,598,19.679,i,I11,600
60874.3737321,302.8087364,-24.4162474,65811169.477,-137048399.320,4589.754,611,19.757,r,I11,613
60874.3476712,307.0171835,-23.1671250,65751696.204,-137077972.328,4952.561,599,17.327,i,I11,601
60874.3761131,307.0537357,-23.1238382,65816595.245,-137045695.707,4556.473,612,20.683,r,I11,614
60874.3481715,302.7813676,-25.9672048,65752839.331,-137077405.050,4945.654,600,20.191,i,I11,602
60874.3766206,302.8142200,-25.9817044,65817751.487,-137045119.447,4549.380,613,20.232,r,I11,615
60874.3565194,312.0161958,-17.9417883,65771906.519,-137067936.104,4829.955,603,20.343,i,I11,605
60874.3789551,312.0041537,-17.9621751,65823069.581,-137042468.455,4516.761,614,20.314,r,I11,616
60874.3846025,312.0011310,-17.9673059,65835929.259,-137036054.723,4437.939,616,20.337,r,I11,618
60874.3588738,302.6014565,-14.7501849,65777281.202,-137065264.710,4797.195,605,21.542,i,I11,607
60874.3598606,302.6026093,-14.7495688,65779533.468,-137064144.969,4783.452,606,21.129,i,I11,608
60874.3868781,302.6344119,-14.7326551,65841108.755,-137033470.154,4406.230,618,21.027,r,I11,620
60874.3878330,302.6355451,-14.7320555,65843282.009,-137032385.482,4392.934,620,21.000,r,I11,622
60875.0728169,281.1838535,-25.2145408,67392635.329,-136272282.491,6590.199,627,27.690,u,I11,629
60875.0768247,281.1943775,-25.2133875,67401850.034,-136267788.546,6605.541,629,27.559,u,I11,631
60875.1602440,314.6344386,-24.9620743,67593670.201,-136173388.720,6611.785,635,21.500,u,I11,637
60875.1613908,314.6381973,-24.9620691,67596305.592,-136172079.452,6607.692,636,22.773,u,I11,638
60875.2108423,331.3199497,-14.5305473,67709829.912,-136115338.194,6329.323,647,31.181,u,I11,649
60875.2113834,331.3208186,-14.5312782,67711070.549,-136114714.369,6325.226,648,26.324,u,I11,650
60875.2316438,345.1343346,-8.8954893,67757492.924,-136091313.840,6156.794,652,20.945,r,I11,654
60875.2325739,345.1333646,-8.8934579,67759622.672,-136090237.571,6148.381,653,20.964,r,I11,655
60875.2983443,345.0640508,-8.7495277,67909821.204,-136013754.989,5426.489,671,20.738,r,I11,673
60875.2336303,339.7724462,1.6236228,67762041.425,-136089014.966,6138.757,654,21.500,r,I11,656
60875.2936508,339.7797514,1.5334197,67899131.164,-136019234.825,5485.037,670,21.500,r,I11,672
60875.2625103,352.4359019,-0.0310659,67828089.431,-136055513.090,5848.598,659,24.776,r,I11,661
60875.2890702,352.4879011,-0.0075114,67888693.654,-136024580.074,5541.319,668,25.774,r,I11,670
60875.3148359,352.5382681,0.0153730,67947345.012,-135994478.838,5214.443,673,21.500,i,I11,675
60875.2727044,355.8197221,1.1044407,67851367.021,-136043653.224,5734.771,660,18.832,r,I11,662
60875.2881651,355.8206827,1.0763309,67886630.918,-136025635.834,5552.334,667,19.343,r,I11,669
60875.2736298,357.7238362,4.5690829,67853478.975,-136042575.863,5724.174,662,21.537,r,I11,664
60875.2877208,357.7303031,4.5832808,67885618.147,-136026154.122,5557.730,666,21.645,r,I11,668
60875.2872614,358.9093649,2.0478308,67884570.877,-136026690.014,5563.299,665,29.291,r,I11,667
60875.3132647,358.9348646,2.0533356,67943772.754,-135996316.611,5235.031,672,25.447,i,I11,674
60875.2913365,346.2132449,-2.6366920,67893858.347,-136021935.775,5513.582,669,19.841,r,I11,671
60875.3171492,346.1992124,-2.6635739,67952603.714,-135991772.455,5183.998,674,20.141,i,I11,676
60875.3194869,339.7827772,1.4944953,67957916.792,-135989036.882,5153.075,675,21.500,i,I11,677
60875.3245095,345.0362237,-8.6921138,67969327.392,-135983157.800,5086.141,676,21.502,i,I11,678
60875.3622555,58.0653701,-48.5760233,68054894.740,-135938906.922,4567.794,677,21.500,r,I11,679
60875.3626910,58.0651388,-48.5765647,68055880.160,-135938395.755,4561.719,678,24.319,r,I11,680
60875.3631275,58.0649063,-48.5771086,68056867.477,-135937883.571,4555.632,679,21.500,r,I11,681
60875.3713903,328.8995201,-21.3717130,68075552.105,-135928184.593,4440.290,681,20.400,r,I11,683
60875.3792328,328.9067962,-21.3785165,68093271.305,-135918976.510,4330.847,682,20.266,i,I11,684
60875.3815829,331.6903568,-21.4724268,68098578.155,-135916216.864,4298.098,683,20.058,i,I11,685
60875.3869533,331.6863220,-21.4671024,68110700.389,-135909910.045,4223.400,686,20.087,i,I11,688
60875.3820949,324.9180382,-14.9047964,68099734.096,-135915615.647,4290.968,684,21.122,i,I11,686
60875.3881148,324.9279375,-14.9020914,68113321.385,-135908545.877,4207.275,687,21.109,i,I11,689
60875.3907998,324.9323580,-14.9008832,68119378.650,-135905392.485,4170.055,689,21.374,i,I11,691
60875.3825717,331.7355027,-17.9311555,68100810.604,-135915055.708,4284.329,685,18.886,i,I11,687
60875.3899948,331.7478584,-17.9185087,68117562.841,-135906337.894,4181.206,688,19.121,i,I11,690
60875.9780103,253.4054999,-22.6140164,69433389.002,-135231474.754,5766.985,690,16.984,r,I11,692
60875.9895525,253.4255930,-22.6230816,69459606.124,-135218298.396,5885.160,693,16.833,i,I11,695
60876.0156115,267.4561888,-21.3175334,69518863.268,-135188461.762,6121.691,697,22.562,u,I11,699
60876.0222499,267.4650151,-21.3135874,69533971.691,-135180840.182,6174.650,701,19.074,g,I11,703
60876.0162039,266.7233689,-15.1431036,69520211.283,-135187782.001,6126.542,698,21.424,u,I11,700
60876.0167416,266.7237591,-15.1436848,69521435.013,-135187164.870,6130.925,699,21.329,u,I11,701
60876.0194741,266.7257394,-15.1466355,69527653.731,-135184028.112,6152.884,700,18.441,g,I11,702
60876.0408826,266.7411901,-15.1697118,69576402.324,-135159399.332,6306.155,706,17.855,g,I11,708
60876.0430540,266.7427508,-15.1720472,69581349.190,-135156895.860,6319.777,707,17.408,r,I11,709
60876.0801783,266.7693024,-15.2118445,69665973.048,-135113932.476,6494.257,711,17.672,r,I11,713
60876.0244941,273.5313011,-21.7690203,69539080.594,-135178261.482,6191.845,702,25.057,g,I11,704
60876.0482747,273.5343505,-21.8072730,69593244.355,-135150872.642,6351.026,708,24.159,r,I11,710
