detid,mjd,ra,dec,mag,band1,obscode,ObjID
109,60867.32970165221,330.2840108193096,-13.320310763257677,19.657316682255026,z,I11,K25N00E
110,60867.3351708414,17.54871702093019,1.1745713872036132,23.87685011519899,z,I11,K18M04X
111,60867.3351708414,16.514498764151874,1.309449785684828,25.979302763941355,z,I11,K08T10S
112,60867.33562925777,15.566488849788044,4.057806281621748,21.5,z,I11,K19F01C
113,60867.33607985517,15.73099163253085,8.657251645457642,21.5,z,I11,K23O03R
114,60867.33607985517,15.499361677029082,6.846775001121789,21.5,z,I11,K22U01C
115,60867.33607985517,15.169321107687852,8.192280654950652,21.5,z,I11,K16AG4H
116,60867.33607985517,14.697644726961329,7.378234808869612,21.5,z,I11,K20Q03E
117,60867.33607985517,13.574502967376828,7.928874321049475,21.776268511874,z,I11,K20M02P
118,60867.33607985517,16.85620941778717,7.831565742792115,22.278879150490752,z,I11,K17W13W
119,60867.336535968345,16.856644466503422,7.831752816402866,24.34030403807816,z,I11,K17W13W
120,60867.336535968345,15.153902269835202,9.312911102195692,25.4512824097746,z,I11,K19R01H
121,60867.336535968345,15.73113750571606,8.658237450517316,23.803685557575577,z,I11,K23O03R
122,60867.336535968345,17.136807498660936,7.932745709325333,27.910873447177188,z,I11,K20U04X
123,60867.336535968345,16.398956788466492,10.666929866446765,21.5,z,I11,K18S03J
124,60867.33697812162,16.399473681264283,10.66713615508482,21.5,z,I11,K18S03J
125,60867.33922846678,15.156520626392371,9.313941798430267,23.56634082389828,z,I11,K19R01H
126,60867.33967172839,12.56447906772554,6.883675429125656,24.29493882119064,z,I11,K16R17Y
127,60867.34149082658,353.40070670521584,-2.934884189273121,22.330888955290355,z,I11,K20B05A
128,60867.34195675317,354.23025743379355,-0.6676513059046244,22.84425912071504,z,I11,K25N02Y
129,60867.34195675317,354.863835249139,0.383593064274285,21.5,z,I11,K18B01J
130,60867.34240200433,350.5426401530527,-6.86747891462492,19.5501074336844,z,I11,K02A31V
131,60867.34240200433,351.79665689003986,-5.291310098984286,21.5,z,I11,K25O13V
132,60867.3440490917,19.198510632973075,7.933258329625649,21.5,z,I11,K23T09A
133,60867.344701140406,355.47000213375486,-1.499429457338436,19.6140778884988,z,I11,K25L00F
134,60867.34780108692,354.8816223681855,0.3928931315401828,24.39382506131965,z,I11,K18B01J
135,60867.348245330526,354.8829739372874,0.3935998695779075,25.03191197374096,z,I11,K18B01J
136,60867.35165539942,17.563411387153927,1.1894162516862334,21.5,z,I11,K18M04X
137,60867.35335517926,18.95175367843798,-2.741581765970223,23.488333670723463,z,I11,K20T02H
138,60867.35383649688,20.805205265661805,5.56050894704723,21.5,z,I11,K24A04R
139,60867.35383649688,20.29503401369556,5.973052822867616,21.5,z,I11,K16P08C
140,60867.97476421378,255.94591747558465,-27.794749466924333,21.5,i,I11,K25O01Y
141,60867.97611405618,257.98162866769644,-18.907299185280547,19.332097903616443,i,I11,K25O01N
142,60867.978828967214,253.6412471490441,-26.81138731586841,18.92539320097833,i,I11,K25F23V
143,60867.98582144045,255.9704992173787,-27.79110431578827,21.5,r,I11,K25O01Y
144,60868.00736131608,253.69862512106835,-26.791167969230205,18.85314942587018,r,I11,K25F23V
145,60868.01041125521,245.94213242217364,-20.60808822734868,19.44344311703544,r,I11,K25N01W
146,60868.01261241672,258.0056115337365,-18.86810091141664,22.42190734844681,r,I11,K25O01N
147,60868.01305321577,260.4618132609053,-14.448057698166092,20.58595401437014,r,I11,K25H06V
148,60868.01446100362,254.1039350197497,-13.078211589176403,20.05921634227572,r,I11,K25D49K
149,60868.01677753034,245.0272460797549,-9.511187445508616,21.5,r,I11,K20O03O
150,60868.020598745614,248.2231582759902,-17.77587201167527,19.64967871267006,r,I11,K25M92E
151,60868.0210856312,248.22434979175125,-17.776729688527347,19.901202986943822,r,I11,K25M92E
152,60868.0230767473,259.45581667169154,-17.772851086179593,24.342414566446912,y,I11,K25O04L
153,60868.02406101499,260.65566948866683,-26.09315543679609,21.5,y,I11,K25O07Y
154,60868.025993758914,264.1395183939873,-27.801293133773704,23.77652204811963,y,I11,K16A09M
155,60868.02749569036,262.3470499746818,-14.052836196626426,22.063047408129652,y,I11,K25M01T
156,60868.03005137948,262.34324864706946,-14.05142020192524,20.12582370552017,i,I11,K25M01T
157,60868.03050752108,259.45038706629794,-17.76119591664312,21.5,i,I11,K25O04L
158,60868.030963837904,258.0172001278696,-18.84816182758828,24.18182470190666,i,I11,K25O01N
159,60868.03140586958,260.4765040099185,-14.461947596460549,20.76060154469391,i,I11,K25H06V
160,60868.03320986207,254.1109029416445,-13.105839848404418,20.033326388403434,i,I11,K25D49K
161,60868.05346314634,259.4335881222298,-17.725173575446853,21.5,z,I11,K25O04L
162,60868.053937816265,258.03137106838875,-18.8229617682636,22.857762098328763,z,I11,K25O01N
163,60868.054400611305,260.4948336135046,-14.479309855196943,21.22595280059285,z,I11,K25H06V
164,60868.05627051322,254.1194130122022,-13.139760471380225,20.574154029623543,z,I11,K25D49K
165,60868.058228455455,245.04195160978568,-9.56096485283192,21.5,z,I11,K20O03O
166,60868.06123416222,258.0358096278889,-18.814901233277023,23.32157891566256,z,I11,K25O01N
167,60868.080096944,245.0496822752928,-9.587167528412248,26.886800993403995,y,I11,K20O03O
168,60868.083650168446,254.1294619366059,-13.179941504016991,22.41529095540304,y,I11,K25D49K
169,60868.08928635512,245.05293394860865,-9.59816584395813,21.5,y,I11,K20O03O
170,60868.09285438091,254.13283368958164,-13.19342663251924,21.975839577249943,y,I11,K25D49K
171,60868.09516221703,254.1336790487032,-13.196806382282263,20.15558472877196,r,I11,K25D49K
172,60868.09623200953,260.52802823366903,-14.510770104408644,20.63021204711804,r,I11,K25H06V
173,60868.09675923505,262.2423703587338,-14.013564994703414,19.95477436805561,r,I11,K25M01T
174,60868.10007333001,245.0567574111327,-9.61106765933158,26.617497543657624,r,I11,K20O03O
175,60868.10624845521,254.1377402991966,-13.21303176784816,20.204227368121437,i,I11,K25D49K
176,60868.10731500834,260.5368052600118,-14.519077568608363,20.663071049244586,i,I11,K25H06V
177,60868.10785432764,262.2254166358721,-14.007093703424871,20.04729090152921,i,I11,K25M01T
178,60868.1169022657,239.30619629610808,-21.741895732623647,25.557651488348736,i,I11,K24A01Q
179,60868.11787676494,236.50320412039588,-23.39804320219491,23.313096444135205,i,I11,K25M89G
180,60868.11787676494,236.2865996978746,-21.30101498725924,20.78433779878283,i,I11,K18B06Y
181,60868.12407286624,245.94638342067407,-20.36260064678681,20.703284717261525,z,I11,K25N01W
182,60868.12459791452,248.4773649678016,-17.956578140409206,20.82272233067454,z,I11,K25M92E
183,60868.15092921988,254.154163699862,-13.278251906864252,21.119940966608123,z,I11,K25D49K
184,60868.15637567097,239.25165550532807,-21.703407402393232,29.408486032675,z,I11,K24A01Q
185,60868.157340406586,236.16332120434453,-21.17900885212292,19.560347871853608,z,I11,K18B06Y
186,60868.157340406586,236.4109333537895,-23.37198757464017,24.95363889338561,z,I11,K25M89G
187,60868.16100896652,244.06804404000923,-25.50762864812577,19.963149072286026,z,I11,K25J01G
188,60868.16317270641,245.94816946789408,-20.2772964551128,21.34230710785141,y,I11,K25N01W
189,60868.163649297465,248.57435029629465,-18.023134223082867,21.74265639846095,y,I11,K25M92E
190,60868.17131300285,254.16172112020223,-13.30791915898421,21.885008912739952,y,I11,K25D49K
191,60868.17657482922,239.2238745114514,-21.6836229299684,21.5,y,I11,K24A01Q
192,60868.17747722736,236.10099630487733,-21.11619984367752,22.05363116673513,y,I11,K18B06Y
193,60868.17747722736,236.36424435624448,-23.358591790300245,26.632444284423748,y,I11,K25M89G
194,60868.18116244382,244.08813037895544,-25.532677886500185,21.313513908925675,y,I11,K25J01G
195,60868.18652444839,254.05451628813967,-26.66005795445608,18.51788907138813,i,I11,K25F23V
196,60868.19979291533,259.32654366510434,-17.494838438797117,21.5,i,I11,K25O04L
197,60868.20030295369,258.12046419091143,-18.655746018571893,21.5,i,I11,K25O01N
198,60868.200749345415,258.12075108799564,-18.65521946128657,23.489942613556835,i,I11,K25O01N
199,60868.204419440604,254.09012515268097,-26.646571684427123,18.744293402345527,i,I11,K25F23V
200,60868.210917565535,256.4662467541912,-27.70383354594613,21.5,z,I11,K25O01Y
201,60868.210917565535,254.10307567879508,-26.641660235725443,19.039426192300997,z,I11,K25F23V
202,60868.224420208135,258.1362647004783,-18.627144516164314,21.5,z,I11,K25O01N
203,60868.22486311238,258.1365607622173,-18.62661677984884,21.5,z,I11,K25O01N
204,60868.22849630834,254.1381731983045,-26.62833801576441,19.08254268417113,z,I11,K25F23V
205,60868.23828008401,345.5064676305136,-13.794503586460616,19.810367871828483,y,I11,K24A04W
206,60868.24952714378,358.0485931905849,-9.933270353604112,20.30662731072073,y,I11,K08A04F
207,60868.249976207386,359.0353566089075,-8.154078072248446,20.71708169419072,y,I11,K22M03A
208,60868.27152111049,340.6366165936837,-5.115663081381573,21.5,y,I11,K22Y06N
209,60868.27903715089,344.98005721479217,-19.272271582597817,21.5,y,I11,K25O00D
210,60868.27949597237,345.6006085371108,-13.825253015950766,19.82377345288998,y,I11,K24A04W
211,60868.28044000891,351.6239183281004,-7.2428470503689635,20.596740805374807,y,I11,K02A31V
212,60868.28186084732,358.0906469168905,-9.932767770642434,20.25473850553964,y,I11,K08A04F
213,60868.28230769726,359.129522180245,-7.973440915358016,20.937758575228656,y,I11,K22M03A
214,60868.28552215035,352.264269592918,-4.415288905293585,21.5,y,I11,K25O13V
215,60868.28646656273,357.9170846833605,1.9392186761306525,24.661280730230377,y,I11,K18B01J
216,60868.28691385544,356.65812757425994,0.3523193255318522,21.5,y,I11,K25N02Y
217,60868.28736393049,353.9313898884373,-2.089839431984179,21.5,y,I11,K20B05A
218,60868.28824317141,353.5116021557033,3.1193995561482866,20.74618366087148,y,I11,K19O00J
219,60868.29052492406,346.345343818602,2.6831097287091352,21.134308158982595,y,I11,K25N01V
220,60868.29371943694,340.66588212705346,-5.102635294265589,21.5,y,I11,K22Y06N
221,60868.30692939673,345.66315875247585,-13.845646023933206,18.10818521660173,i,I11,K24A04W
222,60868.30834165321,351.6552935033825,-7.254338678326991,19.225146797051952,i,I11,K02A31V
223,60868.30879703889,352.274238763373,-4.393866704090599,24.180597909512983,i,I11,K25O13V
224,60868.30925148678,353.94208277687346,-2.070148490664547,21.53242215695973,i,I11,K20B05A
225,60868.30971697021,356.71347633651743,0.3766303972870433,21.5,i,I11,K25N02Y
226,60868.31195930536,356.6714662855934,-12.014408963627076,19.291541292466604,i,I11,K05O00X
227,60868.312407986574,359.2161516208611,-7.805212836267987,25.01086379113677,i,I11,K22M03A
228,60868.31329827896,358.0996826161654,-1.8097287835144635,19.478184635429027,i,I11,K25L00F
229,60868.31797456741,0.9729977897927896,3.645171408603026,21.5,i,I11,K20B01Y
230,60868.31797456741,2.2143177838143866,5.179556858308174,21.5,i,I11,K21T13V
231,60868.32111726908,353.9103850044313,10.777806264649882,28.25323900757296,i,I11,K21R04R
232,60868.32111726908,355.70371750177145,9.465280071278508,16.805262965798104,i,I11,K05J21F
233,60868.321996621664,353.52309685742784,3.158383963858027,19.615837143882956,i,I11,K19O00J
234,60868.324265053045,346.3305331752781,2.731793255389716,20.46068602425921,i,I11,K25N01V
235,60868.32597070037,61.41427336858794,-50.28759929563484,13.330871036217705,i,I11,K00EE8Z
236,60868.32897769913,61.41316295384608,-50.2827579785544,14.004879373673148,g,I11,K00EE8Z
237,60868.32941187395,61.413002219070535,-50.28205920657816,14.069492366445887,g,I11,K00EE8Z
238,60868.33729991883,63.74724046877761,-47.7783532717861,18.96170883222921,i,I11,K16L00T
239,60868.337733245775,63.74798900447693,-47.77740549319686,18.861709252374546,i,I11,K16L00T
240,60868.33986336714,63.75166664979193,-47.77274333638237,19.589884604219115,g,I11,K16L00T
241,60868.340297858405,63.75241679267691,-47.771791230275575,19.657701955785495,g,I11,K16L00T
242,60868.34408434911,17.83935108622712,1.907575961347162,21.5,y,I11,K08T10S
243,60868.344537590834,14.483400393093342,3.8392655377088274,21.5,y,I11,K23Q02D
244,60868.34633897156,5.579123108721048,2.406409596964345,21.5,y,I11,K22O02O
245,60868.34633897156,6.214542689939771,0.4953129811944571,21.5,y,I11,K20X02O
246,60868.34684252306,5.578863450790923,2.405897708871114,24.67931278236967,y,I11,K22O02O
247,60868.98782752191,255.6973507032676,-26.075003842694333,22.661402668173174,g,I11,K25F23V
248,60868.98827403176,258.4050339811845,-27.37433087247312,21.5,g,I11,K25O01Y
249,60868.9887214605,263.4662837717722,-26.14616095302987,29.076157973923323,g,I11,K25O07Y
250,60868.98961179071,258.40819663686017,-27.37379712774377,21.5,g,I11,K25O01Y
251,60869.00483202619,258.87737039329767,-17.723117008237868,22.670007621978183,g,I11,K25O01N
252,60869.00530271976,258.7812150116944,-16.230332911433972,21.5,g,I11,K25O04L
253,60869.0075881276,251.0965418569696,-19.53491130814008,20.176935083683997,g,I11,K25M92E
254,60869.01123975751,255.74211248594727,-26.058480513466844,18.87325059355293,r,I11,K25F23V
255,60869.01168697384,258.4602175757381,-27.364877292187742,23.590423272907827,r,I11,K25O01Y
256,60869.01213022754,263.53152280080474,-26.14803138817922,21.5,r,I11,K25O07Y
257,60869.018713403726,263.5497974358948,-26.14851607342106,21.5,r,I11,K25O07Y
258,60869.02857694296,258.8935278842951,-17.696042646262182,22.67758638073552,r,I11,K25O01N
259,60869.029059303495,258.7645155070319,-16.19324465520953,21.5,r,I11,K25O04L
260,60869.02951673205,254.5298604123104,-14.53851722353678,20.54156899480707,r,I11,K25D49K
261,60869.04572943804,261.3299964142083,-15.213349884676402,20.65398700051873,i,I11,K25H06V
262,60869.05411529021,281.95921706885656,-26.54758194243616,23.0700154254641,i,I11,K00S01E
263,60869.06735006382,261.0836696975578,-13.450524450873552,20.01758289727977,i,I11,K25M01T
264,60869.07446677316,275.888092478486,-34.31818973427535,21.5,z,I11,K08C74M
265,60869.07774056456,281.9469045928645,-26.523748831480454,15.831522863999892,z,I11,K00S01E
266,60869.09122440398,261.0490429388457,-13.4372732776499,20.57779708223496,z,I11,K25M01T
267,60869.09353130657,261.0456904337807,-13.435981680794974,19.886069150090872,r,I11,K25M01T
268,60869.09405093687,261.0449343281974,-13.43569014012445,19.98253993973728,r,I11,K25M01T
269,60869.09577554517,245.48063476823503,-10.79479250947668,21.5,r,I11,K20O03O
270,60869.09577554517,244.707987054491,-10.133086673625307,20.97257855288361,r,I11,K25M89U
271,60869.09625913583,244.707936089228,-10.133779755108332,20.910028240473423,r,I11,K25M89U
272,60869.10152751158,261.37416662232647,-15.254311544877798,20.495663699312388,r,I11,K25H06V
273,60869.1058251404,261.0278065522063,-13.429060602753822,20.09259716933125,i,I11,K25M01T
274,60869.10634152494,261.0270542814348,-13.428768250050284,20.06350566302432,i,I11,K25M01T
275,60869.10801522969,244.23838079660192,-10.171537096303474,20.37858171394088,i,I11,K25O00M
276,60869.10801522969,245.48514278214748,-10.809200615964205,25.6836304401656,i,I11,K20O03O
277,60869.10801522969,244.7067022488564,-10.15064243902959,20.897655429885216,i,I11,K25M89U
278,60869.10849323425,244.7066523786013,-10.151327809780486,20.77203587203045,i,I11,K25M89U
279,60869.117614497,246.08598308833416,-18.15852075195879,21.495862541118413,i,I11,K25N01W
280,60869.1186064597,237.97391065142065,-20.757377345197067,21.5,i,I11,K24A01Q
281,60869.12548848582,245.1082011220048,-26.713342225203647,19.38103933131282,i,I11,K25J01G
282,60869.12660292998,245.10932676211056,-26.71470620780201,19.37634591918316,i,I11,K25J01G
283,60869.29035708895,9.619091390122096,-0.1687819321198204,21.5,i,I11,K22Q01P
284,60869.29035708895,8.360675266753796,1.1829639891205974,23.021994104213448,i,I11,K20X02O
285,60869.2912739019,5.151822510197295,1.4577363598426365,21.5,i,I11,K22O02O
286,60869.291720430985,5.1515982622495615,1.4572937470568328,21.5,i,I11,K22O02O
287,60869.292171163324,1.4048929338235636,3.708939288437457,24.02742069886504,i,I11,K18B01J
288,60869.29261507311,359.16747202427075,1.4081337075825084,23.720941514879865,i,I11,K25N02Y
289,60869.29491134465,3.437970444360944,5.689346337230008,21.5,i,I11,K21T13V
290,60869.29491134465,2.169320932297654,4.353460046071965,21.5,i,I11,K20B01Y
291,60869.29535762122,3.821234732669502,7.135465139184428,21.6956878616924,i,I11,K23Y01O
292,60869.295802700566,2.5026194402573725,11.081352412704982,21.5,i,I11,K16X18H
293,60869.296697599886,357.78780936978023,9.463553668157688,19.382903757224845,i,I11,K05J21F
294,60869.29896331317,353.8771895688512,4.31084207942413,19.57800438827494,i,I11,K19O00J
295,60869.300831753935,348.8511684871357,3.2377830522480635,20.141697157660357,i,I11,K24P03R
296,60869.30129327139,345.94577910495207,4.163392813993807,20.289702226716635,i,I11,K25N01V
297,60869.302753428245,354.492487347521,-1.1674901515574163,21.60056899351057,i,I11,K20B05A
298,60869.30871918995,358.0370445201391,-11.41272470930146,20.882427114607577,z,I11,K05O00X
299,60869.3138207817,8.413275583592872,1.2002286290893087,21.5,z,I11,K20X02O
300,60869.314741088805,5.139986568211558,1.4345040484134517,23.5978548544547,z,I11,K22O02O
301,60869.31519324006,5.139757416023071,1.434056655010201,21.5,z,I11,K22O02O
302,60869.3156472295,1.4877481068136524,3.751643228834292,21.5,z,I11,K18B01J
303,60869.31609022063,359.22276402292835,1.4324087316211205,21.5,z,I11,K25N02Y
304,60869.31842325837,3.467127527232046,5.701712278234681,24.84919962998868,z,I11,K21T13V
305,60869.31842325837,2.1980573194670314,4.370814148798921,27.49364959985257,z,I11,K20B01Y
306,60869.31887164501,3.814395249631512,7.159784317587063,22.19294001096142,z,I11,K23Y01O
307,60869.31931701081,2.5225083821080547,11.095068912882589,22.70491035315525,z,I11,K16X18H
308,60869.32021494921,357.8370958985009,9.463378861618462,19.08521038186172,z,I11,K05J21F
309,60869.321121838366,353.88483560053123,4.337556485824556,19.83909066781295,z,I11,K19O00J
310,60869.32247860959,353.885303161483,4.339193126810427,19.961297488552237,z,I11,K19O00J
311,60869.32436857897,348.84146415439204,3.216209020474809,20.8900817389651,z,I11,K24P03R
312,60869.32483567648,345.1955372268651,5.8869803232341615,22.111081067981587,z,I11,K18X06T
313,60869.32483567648,345.93460723625674,4.198460421374134,20.18086464568275,z,I11,K25N01V
314,60869.32630240977,354.50380609860656,-1.145922175662269,21.887053632401084,z,I11,K20B05A
315,60869.328250700906,352.85748896764983,-7.682228648361993,20.20992584087853,z,I11,K02A31V
316,60869.354316539626,61.057907340155566,-48.582338971974096,14.472428116991631,r,I11,K00EE8Z
317,60869.35910621908,61.05616553848822,-48.57462520689349,16.437139578005926,z,I11,K00EE8Z
318,60869.35954153868,61.05600630313551,-48.57392282189492,15.77046254370158,z,I11,K00EE8Z
319,60869.35997580036,61.055847689588894,-48.57322364022018,14.96826058458359,z,I11,K00EE8Z
320,60869.36042637218,61.05568311414728,-48.572498662246616,14.76720650938988,z,I11,K00EE8Z
321,60869.36086173591,61.05552354795434,-48.57179621990912,16.400592991164718,z,I11,K00EE8Z
322,60869.36129812508,61.05536387270024,-48.57109375831338,15.48966564140417,z,I11,K00EE8Z
323,60869.976166156455,260.94996118312486,-26.892068519661272,21.5,r,I11,K25O01Y
324,60869.97753407529,257.61841242351244,-25.35892386427836,18.320611486929604,r,I11,K25F23V
325,60869.97846212849,254.25857116040825,-21.36340248018775,19.218430946273106,r,I11,K25M92E
326,60869.98760764829,260.9787311906183,-26.886693140754897,21.5,i,I11,K25O01Y
327,60869.98898069146,257.6393117574112,-25.350970532036545,18.472585174241257,i,I11,K25F23V
328,60869.989898325104,254.29461923498,-21.386357010239813,19.66494740355642,i,I11,K25M92E
329,60870.019631121184,276.85412681602065,-33.358963259327695,21.5,r,I11,K08C74M
330,60870.03017966804,281.4879805941031,-25.560270963290584,15.194864391113684,r,I11,K00S01E
331,60870.04243088271,264.4509800131018,-17.56868482410485,21.15762308701602,y,I11,K25O00M
332,60870.043408761805,262.1673289917819,-15.933729883080904,22.3011795213128,y,I11,K25H06V
333,60870.043408761805,259.8309679069416,-16.468395339603713,23.394607987910625,y,I11,K25O01N
334,60870.04391406891,258.094633830852,-14.60972313330454,21.5,y,I11,K25O04L
335,60870.05284965613,281.4767081891589,-25.53771569398581,15.476269178078685,g,I11,K00S01E
336,60870.05516085497,300.4888810642321,-29.60010749914248,22.934252762841968,g,I11,K25O09V
337,60870.05834804871,296.16199793862444,-16.3613552993375,21.026493866680987,g,I11,K18P22D
338,60870.05879109084,296.16111643527165,-16.361628098184394,20.99706721130069,g,I11,K18P22D
339,60870.066665766375,259.9483348636041,-12.89350382786327,20.6316694590168,g,I11,K25M01T
340,60870.069198427605,244.6719410082548,-11.518302312778063,21.729660026747357,g,I11,K25M89U
341,60870.069198427605,245.9086431202632,-11.934283806264162,21.5,g,I11,K20O03O
342,60870.076294048566,281.4649840135028,-25.51436267700292,14.883949070263458,r,I11,K00S01E
343,60870.07861367667,300.52605277249614,-29.566450984431764,22.62499089318765,r,I11,K25O09V
344,60870.07999386575,297.9876548466495,-23.685775828245035,20.221360340714877,r,I11,K21N00X
345,60870.08177656986,296.1152844639012,-16.37575455541489,21.68176992948129,r,I11,K18P22D
346,60870.09319051043,245.917762976732,-11.96210913884164,21.5,r,I11,K20O03O
347,60870.104418822986,296.0699753813743,-16.389610564094767,22.71104546324746,y,I11,K18P22D
348,60870.11305568343,296.05265456646765,-16.39487927430498,23.74790234937151,y,I11,K18P22D
349,60870.12221498528,258.041504078108,-14.488162230364848,21.740208333454493,r,I11,K25O04L
350,60870.12562228623,245.93016479547344,-11.999629074466606,24.755266208606518,r,I11,K20O03O
351,60870.127570723766,244.66693842871248,-11.600351628800462,21.387560626330064,r,I11,K25M89U
352,60870.127570723766,245.930914439893,-12.00188057016439,21.5,r,I11,K20O03O
353,60870.12990818059,237.604658515347,-14.72914332018902,16.811149621711376,r,I11,K14Qh2X
354,60870.14646514954,259.8382103501216,-12.850004834879906,20.038835320053906,i,I11,K25M01T
355,60870.150365424815,245.93973144679424,-12.028186285218345,21.5,i,I11,K20O03O
356,60870.15229246705,245.94048145939544,-12.030407814244816,21.5,i,I11,K20O03O
357,60870.15229246705,244.66495719809805,-11.635000226535476,21.10711834301385,i,I11,K25M89U
358,60870.15466595369,237.69954340666624,-14.784097767695812,16.770673477322568,i,I11,K14Qh2X
359,60870.17124678206,246.2571247652073,-27.989068704976543,19.331465374908564,i,I11,K25J01G
360,60870.18312363741,262.2774934718308,-16.033103141381872,21.208138093537144,i,I11,K25H06V
361,60870.18406659446,259.92881679423016,-16.29319706194958,21.49012036630354,i,I11,K25O01N
362,60870.1855301375,255.0110817220641,-16.126885040906924,20.205888578761822,i,I11,K25D49K
363,60870.18648734717,254.91006414760693,-21.76838041400933,19.55411481853816,i,I11,K25M92E
364,60870.18695773787,254.911572388587,-21.769265554557048,19.655827717865616,i,I11,K25M92E
365,60870.195438670766,246.28258513693552,-28.017651602934954,20.118666530664548,z,I11,K25J01G
366,60870.19817599308,258.01549285927365,-25.201265854976707,21.5,z,I11,K25F23V
367,60870.20713598918,262.296536506695,-16.049985667422558,20.70419897304464,z,I11,K25H06V
368,60870.20808119146,259.9463627917328,-16.262323256761913,22.1373621309076,z,I11,K25O01N
369,60870.20952819983,255.0202884309544,-16.158830812984007,21.04072753151289,z,I11,K25D49K
370,60870.2104731678,254.98734822194683,-21.813298494363423,20.396644276379156,z,I11,K25M92E
371,60870.21094793753,254.98888902469432,-21.814184882756816,19.98909842602677,z,I11,K25M92E
372,60870.223596134594,281.3907558845385,-25.366812074383304,15.560321104879224,i,I11,K00S01E
373,60870.22499771346,281.3900527393645,-25.3654005412718,14.631923529528724,i,I11,K00S01E
374,60870.23516199002,267.0920530816592,-26.13567597599442,21.5,i,I11,K25O07Y
375,60870.23977209598,276.9853029439232,-33.15553132068237,21.5,i,I11,K08C74M
376,60870.244722903386,281.38018247608073,-25.34552823593686,15.976457774538083,z,I11,K00S01E
377,60870.24611409451,281.3794881474138,-25.34412594472833,15.33806418428368,z,I11,K00S01E
378,60870.25603768712,267.15075252079777,-26.13358949043736,22.394343561782808,z,I11,K25O07Y
379,60870.25648287835,261.64968287281806,-26.740998553983843,24.00224030139081,z,I11,K25O01Y
380,60870.26066164594,276.9982119388592,-33.1339772716877,23.696375327934987,z,I11,K08C74M
381,60870.27242703572,10.637166224560346,1.9099104120366768,21.5,y,I11,K20X02O
382,60870.28108841968,12.034218821914406,-0.2106224682489235,22.132087309442827,y,I11,K18B05J
383,60870.28332377657,10.66217989920846,1.9180536639765693,21.5,y,I11,K20X02O
384,60870.298889655285,300.8616685940815,-29.24030232840054,23.27250304999101,r,I11,K25O09V
385,60870.29985810839,306.78995543088394,-27.471509176305247,19.67538398142339,r,I11,K25A02H
386,60870.30259403819,3.6676289284406174,8.167100132837627,22.460298859916666,r,I11,K23Y01O
387,60870.3030510607,4.722147519741623,6.2204690136102645,22.950177839005523,r,I11,K21T13V
388,60870.3030510607,3.44650631138142,5.1084500959349,22.829001355076795,r,I11,K20B01Y
389,60870.3030510607,5.166255069998478,5.59501173158494,22.57619231694462,r,I11,K18B01J
390,60870.30396650007,5.761383419344284,12.005153299048729,21.5,r,I11,K18R01S
391,60870.31935794238,295.4993470654852,-8.998976685134295,27.96428337630822,i,I11,K25O11L
392,60870.32075616172,298.02875360776005,-16.916312260524137,23.8188203986357,i,I11,K25O03Z
393,60870.33272388912,300.9133575253447,-29.188441987692507,22.79002359679078,i,I11,K25O09V
394,60870.33459489048,306.753493638708,-27.4451192432661,19.629377964446427,i,I11,K25A02H
395,60870.3350651969,309.13090043799747,-23.886648501398664,20.04669721787723,i,I11,K25M00V
396,60870.35737535657,300.9514221079811,-29.15041511368263,22.962114371324983,z,I11,K25O09V
397,60870.35927660022,306.72768491785,-27.426317371593125,20.213496208027514,z,I11,K25A02H
398,60870.359736042505,309.17503652021554,-23.9036648307502,20.6632407565626,z,I11,K25M00V
399,60870.3755868193,306.7106840230972,-27.4138726418051,19.641433976535065,i,I11,K25A02H
400,60870.376497457735,309.2053383374454,-23.915061631120352,20.157630177476648,i,I11,K25M00V
401,60870.38152112459,298.08732013596097,-16.886014163604738,21.48649026530776,i,I11,K25O03Z
402,60870.38199475337,298.26285874027826,-23.838181109228792,20.48776894071439,i,I11,K21N00X
403,60870.38788081351,300.9991101436573,-29.103121238921656,22.370996814674868,i,I11,K25O09V
404,60870.3925957784,306.6930048861465,-27.400879446757862,20.141227378586077,z,I11,K25A02H
405,60870.39352871119,309.2364248158072,-23.926518515532425,20.323665045824903,z,I11,K25M00V
406,60870.97718793001,247.17909409824512,-28.94960981291039,21.21812982009141,r,I11,K25J01G
407,60870.98133662295,263.68082821511393,-26.322290112032448,21.5,r,I11,K25O01Y
408,60870.98179515384,259.4716113908429,-24.643416939070413,21.20356927629585,r,I11,K25F23V
409,60870.98655834957,247.18906700129844,-28.96082315728181,21.571588371020315,r,I11,K25J01G
410,60870.98837348755,247.1909973498303,-28.962994148354344,21.58828045783232,i,I11,K25J01G
411,60870.992986869394,259.4910123000888,-24.635764903383617,23.008829863182005,i,I11,K25F23V
412,60870.99777106704,247.20097411064947,-28.97421604794405,22.846217307233346,i,I11,K25J01G
413,60871.000068990776,259.5032598565361,-24.63091338779858,22.408981351559888,g,I11,K25F23V
414,60871.00143333261,255.36705572717608,-17.2012053664223,25.503904607408582,g,I11,K25D49K
415,60871.002384913925,257.4893509076304,-13.127175849677768,25.35826514560564,g,I11,K25O04L
416,60871.00560115921,246.4249777273716,-13.691468770846155,26.302133099439903,g,I11,K25N01W
417,60871.009667098464,240.87875196406333,-16.539123854640863,21.91609726482092,g,I11,K14Qh2X
418,60871.01535560134,269.4383315271538,-26.079435310834423,23.77581657261583,g,I11,K25O07Y
