#r(AU) rdot(AU/day) norm mean_accel
1.050000 0.004000 49563.000000 -0.200000
1.050000 0.004000 49563.000000 0.200000
1.050000 0.004000 49563.000000 -0.400000
1.050000 0.004000 49563.000000 0.400000
1.050000 0.004000 49563.000000 -0.600000
1.050000 -0.004200 10800.000000 0.000000
1.050000 -0.004200 10800.000000 -0.200000
1.050000 -0.004200 10800.000000 0.200000
1.050000 -0.004200 10800.000000 -0.400000
1.050000 -0.004200 10800.000000 0.400000
1.050000 0.004200 49563.000000 0.000000
1.050000 0.004200 49563.000000 -0.200000
1.050000 0.004200 49563.000000 0.200000
1.050000 0.004200 49563.000000 -0.400000
1.050000 0.004200 49563.000000 0.400000
1.050000 0.004200 49563.000000 -0.600000
1.050000 -0.004400 10800.000000 0.000000
1.050000 -0.004400 10800.000000 -0.200000
