#r(AU) rdot(AU/day) norm mean_accel
1.094000 0.010400 5903.000000 0.400000
1.094000 0.010400 5903.000000 0.600000
1.094000 -0.010600 1379.000000 0.000000
1.094000 -0.010600 1379.000000 -0.200000
1.094000 -0.010600 1379.000000 0.200000
1.094000 -0.010600 1379.000000 0.400000
1.094000 -0.010600 1379.000000 0.600000
1.094000 0.010600 5903.000000 0.000000
1.094000 0.010600 5903.000000 -0.200000
1.094000 0.010600 5903.000000 0.200000
1.094000 0.010600 5903.000000 -0.400000
1.094000 0.010600 5903.000000 0.400000
1.094000 0.010600 5903.000000 0.600000
1.094000 -0.010800 1379.000000 0.000000
1.094000 -0.010800 1379.000000 -0.200000
1.094000 -0.010800 1379.000000 0.200000
1.094000 -0.010800 1379.000000 0.400000
1.094000 -0.010800 1379.000000 0.600000
1.094000 0.010800 5903.000000 0.000000
1.094000 0.010800 5903.000000 -0.200000
1.094000 0.010800 5903.000000 0.200000
1.094000 0.010800 5903.000000 -0.400000
1.094000 0.010800 5903.000000 0.400000
1.094000 0.010800 5903.000000 0.600000
1.094000 -0.011000 1379.000000 0.000000
1.094000 -0.011000 1379.000000 -0.200000
1.094000 -0.011000 1379.000000 0.200000
1.094000 -0.011000 1379.000000 0.400000
1.094000 -0.011000 1379.000000 0.600000
1.094000 0.011000 5903.000000 0.000000
1.094000 0.011000 5903.000000 -0.200000
1.094000 0.011000 5903.000000 0.200000
1.094000 0.011000 5903.000000 -0.400000
1.094000 0.011000 5903.000000 0.400000
1.094000 0.011000 5903.000000 0.600000
1.094000 -0.011200 1379.000000 0.000000
1.094000 -0.011200 1379.000000 -0.200000
1.094000 -0.011200 1379.000000 0.200000
1.094000 -0.011200 1379.000000 0.400000
1.094000 -0.011200 1379.000000 0.600000
1.094000 0.011200 5903.000000 0.000000
1.094000 0.011200 5903.000000 -0.200000
1.094000 0.011200 5903.000000 0.200000
1.094000 0.011200 5903.000000 -0.400000
1.094000 0.011200 5903.000000 0.400000
1.094000 0.011200 5903.000000 0.600000
1.094000 -0.011400 1379.000000 0.000000
1.094000 -0.011400 1379.000000 -0.200000
1.094000 -0.011400 1379.000000 0.200000
1.094000 -0.011400 1379.000000 0.400000
1.094000 -0.011400 1379.000000 0.600000
1.094000 0.011400 5903.000000 0.000000
1.094000 0.011400 5903.000000 -0.200000
1.094000 0.011400 5903.000000 0.200000
1.094000 0.011400 5903.000000 -0.400000
1.094000 0.011400 5903.000000 0.400000
1.094000 0.011400 5903.000000 0.600000
1.094000 -0.011600 1379.000000 0.000000
1.094000 -0.011600 1379.000000 -0.200000
1.094000 -0.011600 1379.000000 0.200000
1.094000 -0.011600 1379.000000 0.400000
1.094000 -0.011600 1379.000000 0.600000
1.094000 0.011600 5903.000000 0.000000
1.094000 0.011600 5903.000000 -0.200000
1.094000 0.011600 5903.000000 0.200000
1.094000 0.011600 5903.000000 -0.400000
1.094000 0.011600 5903.000000 0.400000
1.094000 0.011600 5903.000000 0.600000
1.094000 -0.011800 1379.000000 0.000000
1.094000 -0.011800 1379.000000 -0.200000
1.094000 -0.011800 1379.000000 0.200000
1.094000 -0.011800 1379.000000 0.400000
1.094000 -0.011800 1379.000000 0.600000
1.094000 0.011800 5903.000000 0.000000
1.094000 0.011800 5903.000000 -0.200000
1.094000 0.011800 5903.000000 0.200000
1.094000 0.011800 5903.000000 -0.400000
1.094000 0.011800 5903.000000 0.400000
1.094000 0.011800 5903.000000 0.600000
1.094000 0.012000 1368.000000 0.000000
1.094000 0.012000 1368.000000 -0.200000
1.094000 0.012000 1368.000000 0.200000
1.094000 0.012000 1368.000000 0.400000
1.094000 0.012000 1368.000000 0.600000
1.094000 -0.012000 1379.000000 0.000000
1.094000 -0.012000 1379.000000 -0.200000
1.094000 -0.012000 1379.000000 0.200000
1.094000 -0.012000 1379.000000 0.400000
1.094000 -0.012000 1379.000000 0.600000
1.094000 0.012200 1368.000000 0.000000
1.094000 0.012200 1368.000000 -0.200000
1.094000 0.012200 1368.000000 0.200000
1.094000 0.012200 1368.000000 0.400000
1.094000 0.012200 1368.000000 0.600000
1.094000 -0.012200 251.000000 0.200000
1.094000 -0.012200 251.000000 0.400000
1.094000 -0.012200 251.000000 0.600000
1.094000 -0.012200 251.000000 0.800000
1.094000 0.012400 1368.000000 0.000000
1.094000 0.012400 1368.000000 -0.200000
1.094000 0.012400 1368.000000 0.200000
1.094000 0.012400 1368.000000 0.400000
1.094000 0.012400 1368.000000 0.600000
1.094000 -0.012400 251.000000 0.200000
1.094000 -0.012400 251.000000 0.400000
1.094000 -0.012400 251.000000 0.600000
1.094000 -0.012400 251.000000 0.800000
1.094000 0.012600 1368.000000 0.000000
1.094000 0.012600 1368.000000 -0.200000
1.094000 0.012600 1368.000000 0.200000
1.094000 0.012600 1368.000000 0.400000
1.094000 0.012600 1368.000000 0.600000
1.094000 -0.012600 251.000000 0.200000
1.094000 -0.012600 251.000000 0.400000
1.094000 -0.012600 251.000000 0.600000
1.094000 -0.012600 251.000000 0.800000
1.094000 0.012800 1368.000000 0.000000
1.094000 0.012800 1368.000000 -0.200000
1.094000 0.012800 1368.000000 0.200000
1.094000 0.012800 1368.000000 0.400000
1.094000 0.012800 1368.000000 0.600000
1.094000 -0.012800 251.000000 0.200000
1.094000 -0.012800 251.000000 0.400000
1.094000 -0.012800 251.000000 0.600000
1.094000 -0.012800 251.000000 0.800000
1.094000 0.013000 1368.000000 0.000000
1.094000 0.013000 1368.000000 -0.200000
1.094000 0.013000 1368.000000 0.200000
1.094000 0.013000 1368.000000 0.400000
1.094000 0.013000 1368.000000 0.600000
1.094000 -0.013000 251.000000 0.200000
1.094000 -0.013000 251.000000 0.400000
1.094000 -0.013000 251.000000 0.600000
1.094000 -0.013000 251.000000 0.800000
1.094000 0.013200 1368.000000 0.000000
1.094000 0.013200 1368.000000 -0.200000
1.094000 0.013200 1368.000000 0.200000
1.094000 0.013200 1368.000000 0.400000
1.094000 0.013200 1368.000000 0.600000
1.094000 -0.013200 251.000000 0.200000
1.094000 -0.013200 251.000000 0.400000
1.094000 -0.013200 251.000000 0.600000
1.094000 -0.013200 251.000000 0.800000
1.094000 0.013400 1368.000000 0.000000
1.094000 0.013400 1368.000000 -0.200000
1.094000 0.013400 1368.000000 0.200000
1.094000 0.013400 1368.000000 0.400000
1.094000 0.013400 1368.000000 0.600000
1.094000 -0.013400 251.000000 0.200000
1.094000 -0.013400 251.000000 0.400000
1.094000 -0.013400 251.000000 0.600000
1.094000 -0.013400 251.000000 0.800000
1.094000 0.013600 1368.000000 0.000000
1.094000 0.013600 1368.000000 -0.200000
1.094000 0.013600 1368.000000 0.200000
1.094000 0.013600 1368.000000 0.400000
1.094000 0.013600 1368.000000 0.600000
1.094000 -0.013600 251.000000 0.200000
1.094000 -0.013600 251.000000 0.400000
1.094000 -0.013600 251.000000 0.600000
1.094000 -0.013600 251.000000 0.800000
1.094000 0.013800 1368.000000 0.000000
1.094000 0.013800 1368.000000 -0.200000
1.094000 0.013800 1368.000000 0.200000
1.094000 0.013800 1368.000000 0.400000
1.094000 0.013800 1368.000000 0.600000
1.094000 -0.013800 251.000000 0.200000
1.094000 -0.013800 251.000000 0.400000
1.094000 -0.013800 251.000000 0.600000
1.094000 -0.013800 251.000000 0.800000
1.094000 0.014000 1368.000000 0.000000
1.094000 0.014000 1368.000000 -0.200000
1.094000 0.014000 1368.000000 0.200000
1.094000 0.014000 1368.000000 0.400000
1.094000 0.014000 1368.000000 0.600000
1.094000 -0.014000 251.000000 0.200000
1.094000 -0.014000 251.000000 0.400000
1.094000 -0.014000 251.000000 0.600000
1.094000 -0.014000 251.000000 0.800000
1.094000 0.014200 1368.000000 0.000000
1.094000 0.014200 1368.000000 -0.200000
1.094000 0.014200 1368.000000 0.200000
1.094000 0.014200 1368.000000 0.400000
1.094000 0.014200 1368.000000 0.600000
1.094000 -0.014200 251.000000 0.200000
1.094000 -0.014200 251.000000 0.400000
1.094000 -0.014200 251.000000 0.600000
1.094000 -0.014200 251.000000 0.800000
1.094000 0.014400 1368.000000 0.000000
1.094000 0.014400 1368.000000 -0.200000
1.094000 0.014400 1368.000000 0.200000
1.094000 0.014400 1368.000000 0.400000
1.094000 0.014400 1368.000000 0.600000
1.094000 -0.014400 251.000000 0.200000
1.094000 -0.014400 251.000000 0.400000
1.094000 -0.014400 251.000000 0.600000
1.094000 -0.014400 251.000000 0.800000
1.094000 0.014600 1368.000000 0.000000
1.094000 0.014600 1368.000000 -0.200000
1.094000 0.014600 1368.000000 0.200000
1.094000 0.014600 1368.000000 0.400000
1.094000 0.014600 1368.000000 0.600000
1.094000 -0.014600 251.000000 0.200000
1.094000 -0.014600 251.000000 0.400000
1.094000 -0.014600 251.000000 0.600000
1.094000 -0.014600 251.000000 0.800000
1.094000 0.014800 1368.000000 0.000000
1.094000 0.014800 1368.000000 -0.200000
1.094000 0.014800 1368.000000 0.200000
1.094000 0.014800 1368.000000 0.400000
1.094000 0.014800 1368.000000 0.600000
1.094000 -0.014800 251.000000 0.200000
1.094000 -0.014800 251.000000 0.400000
1.094000 -0.014800 251.000000 0.600000
1.094000 -0.014800 251.000000 0.800000
1.094000 0.015000 1368.000000 0.000000
1.094000 0.015000 1368.000000 -0.200000
1.094000 0.015000 1368.000000 0.200000
1.094000 0.015000 1368.000000 0.400000
1.094000 0.015000 1368.000000 0.600000
1.094000 -0.015000 251.000000 0.200000
1.094000 -0.015000 251.000000 0.400000
1.094000 -0.015000 251.000000 0.600000
1.094000 -0.015000 251.000000 0.800000
1.094000 0.015200 1368.000000 0.000000
1.094000 0.015200 1368.000000 -0.200000
1.094000 0.015200 1368.000000 0.200000
1.094000 0.015200 1368.000000 0.400000
1.094000 0.015200 1368.000000 0.600000
1.094000 -0.015200 251.000000 0.200000
1.094000 -0.015200 251.000000 0.400000
1.094000 -0.015200 251.000000 0.600000
1.094000 -0.015200 251.000000 0.800000
1.094000 0.015400 1368.000000 0.000000
1.094000 0.015400 1368.000000 -0.200000
1.094000 0.015400 1368.000000 0.200000
1.094000 0.015400 1368.000000 0.400000
1.094000 0.015400 1368.000000 0.600000
1.094000 -0.015400 251.000000 0.200000
1.094000 -0.015400 251.000000 0.400000
1.094000 -0.015400 251.000000 0.600000
1.094000 -0.015400 251.000000 0.800000
1.094000 0.015600 1368.000000 0.000000
1.094000 0.015600 1368.000000 -0.200000
1.094000 0.015600 1368.000000 0.200000
1.094000 0.015600 1368.000000 0.400000
1.094000 0.015600 1368.000000 0.600000
1.094000 -0.015600 251.000000 0.200000
1.094000 -0.015600 251.000000 0.400000
1.094000 -0.015600 251.000000 0.600000
1.094000 -0.015600 251.000000 0.800000
1.094000 0.015800 1368.000000 0.000000
1.094000 0.015800 1368.000000 -0.200000
1.094000 0.015800 1368.000000 0.200000
1.094000 0.015800 1368.000000 0.400000
1.094000 0.015800 1368.000000 0.600000
1.094000 -0.015800 251.000000 0.200000
1.094000 -0.015800 251.000000 0.400000
1.094000 -0.015800 251.000000 0.600000
1.094000 -0.015800 251.000000 0.800000
1.094000 0.016000 249.000000 0.200000
1.094000 0.016000 249.000000 0.400000
1.094000 0.016000 249.000000 0.600000
1.094000 0.016000 249.000000 0.800000
1.094000 -0.016000 251.000000 0.200000
1.094000 -0.016000 251.000000 0.400000
1.094000 -0.016000 251.000000 0.600000
1.094000 -0.016000 251.000000 0.800000
1.094000 -0.016200 13.000000 0.600000
1.094000 -0.016200 13.000000 0.800000
1.094000 0.016200 249.000000 0.200000
1.094000 0.016200 249.000000 0.400000
1.094000 0.016200 249.000000 0.600000
1.094000 0.016200 249.000000 0.800000
1.094000 -0.016400 13.000000 0.600000
1.094000 -0.016400 13.000000 0.800000
1.094000 0.016400 249.000000 0.200000
1.094000 0.016400 249.000000 0.400000
1.094000 0.016400 249.000000 0.600000
1.094000 0.016400 249.000000 0.800000
1.094000 -0.016600 13.000000 0.600000
1.094000 -0.016600 13.000000 0.800000
1.094000 0.016600 249.000000 0.200000
1.094000 0.016600 249.000000 0.400000
1.094000 0.016600 249.000000 0.600000
1.094000 0.016600 249.000000 0.800000
1.094000 -0.016800 13.000000 0.600000
1.094000 -0.016800 13.000000 0.800000
1.094000 0.016800 249.000000 0.200000
1.094000 0.016800 249.000000 0.400000
1.094000 0.016800 249.000000 0.600000
1.094000 0.016800 249.000000 0.800000
1.094000 -0.017000 13.000000 0.600000
1.094000 -0.017000 13.000000 0.800000
1.094000 0.017000 249.000000 0.200000
1.094000 0.017000 249.000000 0.400000
1.094000 0.017000 249.000000 0.600000
1.094000 0.017000 249.000000 0.800000
1.094000 -0.017200 13.000000 0.600000
1.094000 -0.017200 13.000000 0.800000
1.094000 0.017200 249.000000 0.200000
1.094000 0.017200 249.000000 0.400000
1.094000 0.017200 249.000000 0.600000
1.094000 0.017200 249.000000 0.800000
1.094000 -0.017400 13.000000 0.600000
1.094000 -0.017400 13.000000 0.800000
1.094000 0.017400 249.000000 0.200000
1.094000 0.017400 249.000000 0.400000
1.094000 0.017400 249.000000 0.600000
1.094000 0.017400 249.000000 0.800000
1.094000 -0.017600 13.000000 0.600000
1.094000 -0.017600 13.000000 0.800000
1.094000 0.017600 249.000000 0.200000
1.094000 0.017600 249.000000 0.400000
1.094000 0.017600 249.000000 0.600000
1.094000 0.017600 249.000000 0.800000
1.094000 -0.017800 13.000000 0.600000
1.094000 -0.017800 13.000000 0.800000
1.094000 0.017800 249.000000 0.200000
1.094000 0.017800 249.000000 0.400000
1.094000 0.017800 249.000000 0.600000
1.094000 0.017800 249.000000 0.800000
1.094000 -0.018000 13.000000 0.600000
1.094000 -0.018000 13.000000 0.800000
1.094000 0.018000 249.000000 0.200000
1.094000 0.018000 249.000000 0.400000
1.094000 0.018000 249.000000 0.600000
1.094000 0.018000 249.000000 0.800000
1.094000 -0.018200 13.000000 0.600000
1.094000 -0.018200 13.000000 0.800000
1.094000 0.018200 249.000000 0.200000
1.094000 0.018200 249.000000 0.400000
1.094000 0.018200 249.000000 0.600000
1.094000 0.018200 249.000000 0.800000
1.094000 -0.018400 13.000000 0.600000
1.094000 -0.018400 13.000000 0.800000
1.094000 0.018400 249.000000 0.200000
1.094000 0.018400 249.000000 0.400000
1.094000 0.018400 249.000000 0.600000
1.094000 0.018400 249.000000 0.800000
1.094000 -0.018600 13.000000 0.600000
1.094000 -0.018600 13.000000 0.800000
1.094000 0.018600 249.000000 0.200000
1.094000 0.018600 249.000000 0.400000
1.094000 0.018600 249.000000 0.600000
1.094000 0.018600 249.000000 0.800000
1.094000 -0.018800 13.000000 0.600000
1.094000 -0.018800 13.000000 0.800000
1.094000 0.018800 249.000000 0.200000
1.094000 0.018800 249.000000 0.400000
1.094000 0.018800 249.000000 0.600000
1.094000 0.018800 249.000000 0.800000
1.094000 -0.019000 13.000000 0.600000
1.094000 -0.019000 13.000000 0.800000
1.094000 0.019000 249.000000 0.200000
1.094000 0.019000 249.000000 0.400000
1.094000 0.019000 249.000000 0.600000
1.094000 0.019000 249.000000 0.800000
1.094000 -0.019200 13.000000 0.600000
1.094000 -0.019200 13.000000 0.800000
1.094000 0.019200 249.000000 0.200000
1.094000 0.019200 249.000000 0.400000
1.094000 0.019200 249.000000 0.600000
1.094000 0.019200 249.000000 0.800000
1.094000 -0.019400 13.000000 0.600000
1.094000 -0.019400 13.000000 0.800000
1.094000 0.019400 249.000000 0.200000
1.094000 0.019400 249.000000 0.400000
1.094000 0.019400 249.000000 0.600000
1.094000 0.019400 249.000000 0.800000
1.094000 -0.019600 13.000000 0.600000
1.094000 -0.019600 13.000000 0.800000
1.094000 0.019600 249.000000 0.200000
1.094000 0.019600 249.000000 0.400000
1.094000 0.019600 249.000000 0.600000
1.094000 0.019600 249.000000 0.800000
1.094000 -0.019800 13.000000 0.600000
1.094000 -0.019800 13.000000 0.800000
1.094000 0.019800 249.000000 0.200000
1.094000 0.019800 249.000000 0.400000
1.094000 0.019800 249.000000 0.600000
1.094000 0.019800 249.000000 0.800000
1.094000 -0.020000 13.000000 0.600000
1.094000 -0.020000 13.000000 0.800000
1.094000 0.020000 14.000000 0.600000
1.094000 0.020000 14.000000 0.800000
1.094000 0.020200 14.000000 0.600000
1.094000 0.020200 14.000000 0.800000
1.094000 0.020400 14.000000 0.600000
1.094000 0.020400 14.000000 0.800000
1.094000 0.020600 14.000000 0.600000
1.094000 0.020600 14.000000 0.800000
1.094000 0.020800 14.000000 0.600000
1.094000 0.020800 14.000000 0.800000
1.094000 0.021000 14.000000 0.600000
1.094000 0.021000 14.000000 0.800000
1.094000 0.021200 14.000000 0.600000
1.094000 0.021200 14.000000 0.800000
1.094000 0.021400 14.000000 0.600000
1.094000 0.021400 14.000000 0.800000
1.094000 0.021600 14.000000 0.600000
1.094000 0.021600 14.000000 0.800000
1.094000 0.021800 14.000000 0.600000
1.094000 0.021800 14.000000 0.800000
1.094000 0.022000 14.000000 0.600000
1.094000 0.022000 14.000000 0.800000
1.094000 0.022200 14.000000 0.600000
1.094000 0.022200 14.000000 0.800000
1.094000 0.022400 14.000000 0.600000
1.094000 0.022400 14.000000 0.800000
1.094000 0.022600 14.000000 0.600000
1.094000 0.022600 14.000000 0.800000
1.094000 0.022800 14.000000 0.600000
1.094000 0.022800 14.000000 0.800000
1.094000 0.023000 14.000000 0.600000
1.094000 0.023000 14.000000 0.800000
1.094000 0.023200 14.000000 0.600000
1.094000 0.023200 14.000000 0.800000
1.094000 0.023400 14.000000 0.600000
1.094000 0.023400 14.000000 0.800000
1.094000 0.023600 14.000000 0.600000
1.094000 0.023600 14.000000 0.800000
1.094000 0.023800 14.000000 0.600000
1.094000 0.023800 14.000000 0.800000
1.096000 -0.000000 47178.000000 0.000000
1.096000 -0.000000 47178.000000 -0.200000
1.096000 -0.000000 47178.000000 0.200000
1.096000 -0.000000 47178.000000 -0.400000
1.096000 -0.000000 47178.000000 0.400000
1.096000 -0.000000 47178.000000 -0.600000
1.096000 -0.000200 27630.000000 0.000000
1.096000 -0.000200 27630.000000 -0.200000
1.096000 -0.000200 27630.000000 0.200000
1.096000 -0.000200 27630.000000 -0.400000
1.096000 -0.000200 27630.000000 0.400000
1.096000 -0.000200 27630.000000 -0.600000
1.096000 0.000200 47178.000000 0.000000
1.096000 0.000200 47178.000000 -0.200000
1.096000 0.000200 47178.000000 0.200000
1.096000 0.000200 47178.000000 -0.400000
1.096000 0.000200 47178.000000 0.400000
1.096000 0.000200 47178.000000 -0.600000
1.096000 -0.000400 27630.000000 0.000000
1.096000 -0.000400 27630.000000 -0.200000
1.096000 -0.000400 27630.000000 0.200000
1.096000 -0.000400 27630.000000 -0.400000
1.096000 -0.000400 27630.000000 0.400000
1.096000 -0.000400 27630.000000 -0.600000
1.096000 0.000400 47178.000000 0.000000
1.096000 0.000400 47178.000000 -0.200000
1.096000 0.000400 47178.000000 0.200000
1.096000 0.000400 47178.000000 -0.400000
1.096000 0.000400 47178.000000 0.400000
1.096000 0.000400 47178.000000 -0.600000
1.096000 -0.000600 27630.000000 0.000000
1.096000 -0.000600 27630.000000 -0.200000
1.096000 -0.000600 27630.000000 0.200000
1.096000 -0.000600 27630.000000 -0.400000
1.096000 -0.000600 27630.000000 0.400000
1.096000 -0.000600 27630.000000 -0.600000
1.096000 0.000600 47178.000000 0.000000
1.096000 0.000600 47178.000000 -0.200000
1.096000 0.000600 47178.000000 0.200000
1.096000 0.000600 47178.000000 -0.400000
1.096000 0.000600 47178.000000 0.400000
1.096000 0.000600 47178.000000 -0.600000
1.096000 -0.000800 27630.000000 0.000000
1.096000 -0.000800 27630.000000 -0.200000
1.096000 -0.000800 27630.000000 0.200000
1.096000 -0.000800 27630.000000 -0.400000
1.096000 -0.000800 27630.000000 0.400000
1.096000 -0.000800 27630.000000 -0.600000
1.096000 0.000800 47178.000000 0.000000
1.096000 0.000800 47178.000000 -0.200000
1.096000 0.000800 47178.000000 0.200000
1.096000 0.000800 47178.000000 -0.400000
1.096000 0.000800 47178.000000 0.400000
1.096000 0.000800 47178.000000 -0.600000
1.096000 -0.001000 27630.000000 0.000000
1.096000 -0.001000 27630.000000 -0.200000
1.096000 -0.001000 27630.000000 0.200000
1.096000 -0.001000 27630.000000 -0.400000
1.096000 -0.001000 27630.000000 0.400000
1.096000 -0.001000 27630.000000 -0.600000
1.096000 0.001000 47178.000000 0.000000
1.096000 0.001000 47178.000000 -0.200000
1.096000 0.001000 47178.000000 0.200000
1.096000 0.001000 47178.000000 -0.400000
1.096000 0.001000 47178.000000 0.400000
1.096000 0.001000 47178.000000 -0.600000
1.096000 -0.001200 27630.000000 0.000000
1.096000 -0.001200 27630.000000 -0.200000
1.096000 -0.001200 27630.000000 0.200000
1.096000 -0.001200 27630.000000 -0.400000
1.096000 -0.001200 27630.000000 0.400000
1.096000 -0.001200 27630.000000 -0.600000
1.096000 0.001200 47178.000000 0.000000
1.096000 0.001200 47178.000000 -0.200000
1.096000 0.001200 47178.000000 0.200000
1.096000 0.001200 47178.000000 -0.400000
1.096000 0.001200 47178.000000 0.400000
1.096000 0.001200 47178.000000 -0.600000
1.096000 -0.001400 27630.000000 0.000000
1.096000 -0.001400 27630.000000 -0.200000
1.096000 -0.001400 27630.000000 0.200000
1.096000 -0.001400 27630.000000 -0.400000
1.096000 -0.001400 27630.000000 0.400000
1.096000 -0.001400 27630.000000 -0.600000
1.096000 0.001400 47178.000000 0.000000
1.096000 0.001400 47178.000000 -0.200000
1.096000 0.001400 47178.000000 0.200000
1.096000 0.001400 47178.000000 -0.400000
1.096000 0.001400 47178.000000 0.400000
1.096000 0.001400 47178.000000 -0.600000
1.096000 -0.001600 27630.000000 0.000000
1.096000 -0.001600 27630.000000 -0.200000
1.096000 -0.001600 27630.000000 0.200000
1.096000 -0.001600 27630.000000 -0.400000
1.096000 -0.001600 27630.000000 0.400000
1.096000 -0.001600 27630.000000 -0.600000
1.096000 0.001600 47178.000000 0.000000
1.096000 0.001600 47178.000000 -0.200000
1.096000 0.001600 47178.000000 0.200000
1.096000 0.001600 47178.000000 -0.400000
1.096000 0.001600 47178.000000 0.400000
1.096000 0.001600 47178.000000 -0.600000
1.096000 -0.001800 27630.000000 0.000000
1.096000 -0.001800 27630.000000 -0.200000
1.096000 -0.001800 27630.000000 0.200000
1.096000 -0.001800 27630.000000 -0.400000
1.096000 -0.001800 27630.000000 0.400000
1.096000 -0.001800 27630.000000 -0.600000
1.096000 0.001800 47178.000000 0.000000
1.096000 0.001800 47178.000000 -0.200000
1.096000 0.001800 47178.000000 0.200000
1.096000 0.001800 47178.000000 -0.400000
1.096000 0.001800 47178.000000 0.400000
1.096000 0.001800 47178.000000 -0.600000
1.096000 -0.002000 27630.000000 0.000000
1.096000 -0.002000 27630.000000 -0.200000
1.096000 -0.002000 27630.000000 0.200000
1.096000 -0.002000 27630.000000 -0.400000
1.096000 -0.002000 27630.000000 0.400000
1.096000 -0.002000 27630.000000 -0.600000
1.096000 0.002000 47178.000000 0.000000
1.096000 0.002000 47178.000000 -0.200000
1.096000 0.002000 47178.000000 0.200000
1.096000 0.002000 47178.000000 -0.400000
1.096000 0.002000 47178.000000 0.400000
1.096000 0.002000 47178.000000 -0.600000
1.096000 -0.002200 27630.000000 0.000000
1.096000 -0.002200 27630.000000 -0.200000
1.096000 -0.002200 27630.000000 0.200000
1.096000 -0.002200 27630.000000 -0.400000
1.096000 -0.002200 27630.000000 0.400000
1.096000 -0.002200 27630.000000 -0.600000
1.096000 0.002200 47178.000000 0.000000
1.096000 0.002200 47178.000000 -0.200000
1.096000 0.002200 47178.000000 0.200000
1.096000 0.002200 47178.000000 -0.400000
1.096000 0.002200 47178.000000 0.400000
1.096000 0.002200 47178.000000 -0.600000
1.096000 -0.002400 27630.000000 0.000000
1.096000 -0.002400 27630.000000 -0.200000
1.096000 -0.002400 27630.000000 0.200000
1.096000 -0.002400 27630.000000 -0.400000
1.096000 -0.002400 27630.000000 0.400000
1.096000 -0.002400 27630.000000 -0.600000
1.096000 0.002400 47178.000000 0.000000
1.096000 0.002400 47178.000000 -0.200000
1.096000 0.002400 47178.000000 0.200000
1.096000 0.002400 47178.000000 -0.400000
1.096000 0.002400 47178.000000 0.400000
1.096000 0.002400 47178.000000 -0.600000
1.096000 -0.002600 27630.000000 0.000000
1.096000 -0.002600 27630.000000 -0.200000
1.096000 -0.002600 27630.000000 0.200000
1.096000 -0.002600 27630.000000 -0.400000
1.096000 -0.002600 27630.000000 0.400000
1.096000 -0.002600 27630.000000 -0.600000
1.096000 0.002600 47178.000000 0.000000
1.096000 0.002600 47178.000000 -0.200000
1.096000 0.002600 47178.000000 0.200000
1.096000 0.002600 47178.000000 -0.400000
1.096000 0.002600 47178.000000 0.400000
1.096000 0.002600 47178.000000 -0.600000
1.096000 -0.002800 27630.000000 0.000000
1.096000 -0.002800 27630.000000 -0.200000
1.096000 -0.002800 27630.000000 0.200000
1.096000 -0.002800 27630.000000 -0.400000
1.096000 -0.002800 27630.000000 0.400000
1.096000 -0.002800 27630.000000 -0.600000
1.096000 0.002800 47178.000000 0.000000
1.096000 0.002800 47178.000000 -0.200000
1.096000 0.002800 47178.000000 0.200000
1.096000 0.002800 47178.000000 -0.400000
1.096000 0.002800 47178.000000 0.400000
1.096000 0.002800 47178.000000 -0.600000
1.096000 -0.003000 27630.000000 0.000000
1.096000 -0.003000 27630.000000 -0.200000
1.096000 -0.003000 27630.000000 0.200000
1.096000 -0.003000 27630.000000 -0.400000
1.096000 -0.003000 27630.000000 0.400000
1.096000 -0.003000 27630.000000 -0.600000
1.096000 0.003000 47178.000000 0.000000
1.096000 0.003000 47178.000000 -0.200000
1.096000 0.003000 47178.000000 0.200000
1.096000 0.003000 47178.000000 -0.400000
1.096000 0.003000 47178.000000 0.400000
1.096000 0.003000 47178.000000 -0.600000
1.096000 -0.003200 27630.000000 0.000000
1.096000 -0.003200 27630.000000 -0.200000
1.096000 -0.003200 27630.000000 0.200000
1.096000 -0.003200 27630.000000 -0.400000
1.096000 -0.003200 27630.000000 0.400000
1.096000 -0.003200 27630.000000 -0.600000
1.096000 0.003200 47178.000000 0.000000
1.096000 0.003200 47178.000000 -0.200000
1.096000 0.003200 47178.000000 0.200000
1.096000 0.003200 47178.000000 -0.400000
1.096000 0.003200 47178.000000 0.400000
1.096000 0.003200 47178.000000 -0.600000
1.096000 -0.003400 27630.000000 0.000000
1.096000 -0.003400 27630.000000 -0.200000
1.096000 -0.003400 27630.000000 0.200000
1.096000 -0.003400 27630.000000 -0.400000
1.096000 -0.003400 27630.000000 0.400000
1.096000 -0.003400 27630.000000 -0.600000
1.096000 0.003400 47178.000000 0.000000
1.096000 0.003400 47178.000000 -0.200000
1.096000 0.003400 47178.000000 0.200000
1.096000 0.003400 47178.000000 -0.400000
1.096000 0.003400 47178.000000 0.400000
1.096000 0.003400 47178.000000 -0.600000
1.096000 -0.003600 27630.000000 0.000000
1.096000 -0.003600 27630.000000 -0.200000
1.096000 -0.003600 27630.000000 0.200000
1.096000 -0.003600 27630.000000 -0.400000
1.096000 -0.003600 27630.000000 0.400000
1.096000 -0.003600 27630.000000 -0.600000
1.096000 0.003600 47178.000000 0.000000
1.096000 0.003600 47178.000000 -0.200000
1.096000 0.003600 47178.000000 0.200000
1.096000 0.003600 47178.000000 -0.400000
1.096000 0.003600 47178.000000 0.400000
1.096000 0.003600 47178.000000 -0.600000
1.096000 -0.003800 27630.000000 0.000000
1.096000 -0.003800 27630.000000 -0.200000
1.096000 -0.003800 27630.000000 0.200000
1.096000 -0.003800 27630.000000 -0.400000
1.096000 -0.003800 27630.000000 0.400000
1.096000 -0.003800 27630.000000 -0.600000
1.096000 0.003800 47178.000000 0.000000
1.096000 0.003800 47178.000000 -0.200000
1.096000 0.003800 47178.000000 0.200000
1.096000 0.003800 47178.000000 -0.400000
