detid,mjd,ra,dec,mag,band1,obscode,ObjID
44,60795.247454914715,210.25473478483687,-7.196358897112719,19.391380204235674,i,I11,K25H06Z
45,60795.24794015831,210.2555766894349,-7.197074282421751,19.136126425743605,i,I11,K25H06Z
46,60795.248429749314,210.2564274031708,-7.197797023223046,19.083766636782414,i,I11,K25H06Z
47,60795.249877397415,210.258940378226,-7.199931204111119,19.97411655462294,i,I11,K25H06Z
48,60795.250355775715,210.25977250195376,-7.200637643179107,20.10940493495508,i,I11,K25H06Z
49,60795.25084193417,210.2606169161492,-7.201354386255154,20.028874249852887,i,I11,K25H06Z
50,60795.251331385276,210.2614666755744,-7.202075533602402,25.705670810198704,i,I11,K25H06Z
51,60795.25181310077,210.2623044024804,-7.202786338685938,19.158477036366023,i,I11,K25H06Z
52,60795.25280805708,210.2640341512301,-7.204253604566257,18.898822979306424,i,I11,K25H06Z
53,60795.254313923404,210.2666533181292,-7.206474255167273,19.191931196410202,i,I11,K25H06Z
54,60795.25673593052,210.2708683150169,-7.210045192017845,20.04776088221905,r,I11,K25H06Z
55,60795.25724024913,210.27174585936345,-7.210788217504662,20.275844666912548,r,I11,K25H06Z
56,60795.26236651189,210.280681523802,-7.218345572993547,19.13975757058836,r,I11,K25H06Z
57,60795.26286838956,210.28155556901297,-7.219083950054332,19.34912353777613,r,I11,K25H06Z
58,60795.26382772695,210.2832308283005,-7.220498749280376,19.43896621488876,r,I11,K25H06Z
59,60795.26479390892,210.28491714938235,-7.221922318806673,19.523520231773254,r,I11,K25H06Z
60,60795.26527837599,210.28576227958493,-7.222635549505708,24.98696291217369,r,I11,K25H06Z
61,60795.26626524911,210.28748618397177,-7.224089953024171,19.957683079282297,r,I11,K25H06Z
62,60795.266744298635,210.28832303818385,-7.224795761296243,19.81329987913358,r,I11,K25H06Z
63,60795.26722856122,210.2891705264611,-7.225510391898803,19.420948751664564,r,I11,K25H06Z
64,60795.26771444275,210.29001816938333,-7.226225005032002,19.169900175587344,r,I11,K25H06Z
65,60795.26819549549,210.2908589732316,-7.226933705867374,18.963349910569427,r,I11,K25H06Z
66,60795.26870363194,210.29174888942327,-7.227683643330117,18.791159438807448,r,I11,K25H06Z
67,60795.269670466936,210.29344002692835,-7.22910832106726,18.63915020242259,r,I11,K25H06Z
68,60795.27163730924,210.29688019745865,-7.23200460397887,20.11653997105868,r,I11,K25H06Z
69,60795.272125816686,210.2977362717435,-7.23272494672147,20.456401400059434,r,I11,K25H06Z
70,60795.27263440484,210.2986257802528,-7.233473258386183,20.35981688410529,r,I11,K25H06Z
71,60795.2731280759,210.299490944753,-7.234200929267224,20.174285808342443,r,I11,K25H06Z
72,60795.27364305496,210.30039306593363,-7.2349595140139265,20.00045005153914,r,I11,K25H06Z
73,60795.274180269815,210.30133391950227,-7.235750483521941,19.698628112707183,r,I11,K25H06Z
74,60795.27514615387,210.30302690776887,-7.23717329053876,24.354334510810016,r,I11,K25H06Z
75,60795.27565962705,210.30392799741404,-7.237930325715678,18.990193337506717,r,I11,K25H06Z
76,60795.27662706212,210.30562374031848,-7.239354500414361,18.761283933561522,r,I11,K25H06Z
77,60795.277110393756,210.3064709813528,-7.24006582519175,18.751329817317707,r,I11,K25H06Z
78,60795.27759156305,210.3073166335353,-7.240775660603126,18.88527005347747,r,I11,K25H06Z
79,60795.278075275615,210.30816420645093,-7.241486952105045,19.095450704884392,r,I11,K25H06Z
80,60795.278557236365,210.30901019021,-7.242196753720694,19.52428977957244,r,I11,K25H06Z
81,60795.27904071541,210.3098598518614,-7.242909483681539,19.683148076711667,r,I11,K25H06Z
82,60795.279520793134,210.31070265787872,-7.243616306573913,19.639809259761865,r,I11,K25H06Z
83,60795.28004798071,210.31162818049123,-7.244392320332055,19.286730557492817,r,I11,K25H06Z
84,60795.28101158528,210.3133216878662,-7.245811770005933,19.42784871416778,r,I11,K25H06Z
85,60795.28149019893,210.3141616665561,-7.24651558106908,19.489370184566816,r,I11,K25H06Z
86,60795.28199916378,210.31505630399005,-7.24726501822785,19.330025422782384,r,I11,K25H06Z
87,60795.28251357034,210.31596168120927,-7.248023271034483,19.338553590734733,r,I11,K25H06Z
88,60795.28352068151,210.3177325675005,-7.249505859002422,19.15590909635089,r,I11,K25H06Z
89,60795.28402359937,210.31861741303288,-7.250246390024614,18.971640698969708,r,I11,K25H06Z
90,60795.284503003044,210.3194602151642,-7.250951571535368,18.8095507887587,r,I11,K25H06Z
91,60795.28599789554,210.32209177873943,-7.253152400197514,19.13190834300853,r,I11,K25H06Z
92,60795.28750249794,210.32474265185544,-7.25536779472128,20.412519406022735,r,I11,K25H06Z
93,60795.28798884268,210.32559904998072,-7.256083164753559,20.297720509259637,r,I11,K25H06Z
94,60795.29044170493,210.32992434433908,-7.259693626096439,19.827024531271725,g,I11,K25H06Z
95,60795.29092774997,210.33078184609988,-7.260408899968231,19.725061706285015,g,I11,K25H06Z
96,60795.29877690634,210.3446566379688,-7.27195858779368,19.726848368265426,g,I11,K25H06Z
97,60795.29929326773,210.3455705234516,-7.272717737097698,19.676236602790766,g,I11,K25H06Z
98,60795.29980315984,210.34647399748133,-7.273468042758486,19.720925596485504,g,I11,K25H06Z
99,60795.300309433485,210.34737236924929,-7.274213918547905,19.904645286522104,g,I11,K25H06Z
100,60795.300811763605,210.34826209128312,-7.274952423263376,19.81678272001352,g,I11,K25H06Z
101,60795.30131598622,210.34915556761908,-7.27569385402547,19.900597129033958,g,I11,K25H06Z
102,60795.301820916786,210.35005103005423,-7.276436741382353,20.139867755348636,g,I11,K25H06Z
103,60795.3023468749,210.35098395492645,-7.277210503809294,20.294118581366305,g,I11,K25H06Z
104,60795.302848160805,210.35187275472143,-7.277947474961272,20.904946712764502,g,I11,K25H06Z
105,60795.30335228049,210.3527670897622,-7.278688844253608,20.636774803731193,g,I11,K25H06Z
106,60795.30383428019,210.3536225861656,-7.279397837725911,20.39546327864061,g,I11,K25H06Z
107,60795.304335658264,210.3545137891451,-7.280136235520108,20.211300214567736,g,I11,K25H06Z
108,60795.30481746602,210.3553679109868,-7.280843730245454,19.914311670932626,g,I11,K25H06Z
109,60795.305327031056,210.3562737424222,-7.281593864950637,19.800191764614862,g,I11,K25H06Z
110,60795.30633897756,210.3580718538272,-7.283082323620934,19.659928322866737,g,I11,K25H06Z
111,60795.30682390665,210.3589339067112,-7.283795644254432,19.700516247098715,g,I11,K25H06Z
112,60795.3078362745,210.36073331647705,-7.2852840149888,19.988431620332875,g,I11,K25H06Z
113,60795.30832464758,210.36160310984937,-7.286003176489097,19.782631686568735,g,I11,K25H06Z
114,60795.30882724817,210.3624962423029,-7.286741443101341,19.851887844200174,g,I11,K25H06Z
115,60795.309333922894,210.36339849198848,-7.287487048163829,20.057932575384356,g,I11,K25H06Z
116,60795.30984607275,210.36430986694552,-7.288239992014274,20.407891895179404,g,I11,K25H06Z
117,60797.022785570116,188.6564936178297,8.58708688411284,19.94332885115044,i,I11,K25F28Z
118,60797.023755323855,188.6566678467813,8.588281203480607,20.059668485573802,i,I11,K25F28Z
119,60797.02521468164,188.65692993937128,8.590080601334892,19.86696752312647,i,I11,K25F28Z
120,60797.02762731428,188.6573618461131,8.593053060048057,19.989740190081662,i,I11,K25F28Z
121,60797.03009702377,188.6578027728452,8.596096676771866,19.897703711911127,i,I11,K25F28Z
122,60797.03349711282,188.65840753079303,8.600285734184782,20.09748100287308,i,I11,K25F28Z
123,60797.03495994296,188.65866699938533,8.602088068087616,20.059641983028147,i,I11,K25F28Z
124,60797.037484140346,188.6591136063822,8.605197217915645,19.99796543644426,i,I11,K25F28Z
125,60797.038461740565,188.65928631375456,8.606401857114461,20.01856837618352,i,I11,K25F28Z
126,60797.03989948997,188.6595399126719,8.608172998526621,19.97226680385304,i,I11,K25F28Z
127,60797.0408561427,188.659708287386,8.609350410970956,19.97260450861136,i,I11,K25F28Z
128,60797.04232078805,188.6599659734163,8.611154610187821,20.08741202554989,i,I11,K25F28Z
129,60797.04330823697,188.66013935628985,8.612370066792327,19.933787476613926,i,I11,K25F28Z
130,60797.04479901924,188.66040093801712,8.614206077441619,19.994558446561904,i,I11,K25F28Z
131,60797.04816658249,188.660990374001,8.618352949544384,20.03538313355737,i,I11,K25F28Z
132,60797.055663629835,188.6622957088072,8.627581315515343,19.905554932519912,r,I11,K25F28Z
133,60797.057101502876,188.6625451019328,8.629351031008191,19.93627242618744,r,I11,K25F28Z
134,60797.05806587908,188.66271212295536,8.630537335737342,19.918666627916437,r,I11,K25F28Z
135,60797.05954688984,188.6629684659206,8.632359755956523,19.954007794822566,r,I11,K25F28Z
136,60797.060503599736,188.6631339520657,8.633537306854317,19.978237494042553,r,I11,K25F28Z
137,60797.06195996696,188.6633854937242,8.635328751711217,19.968147635711503,r,I11,K25F28Z
138,60797.062932258326,188.6635532663707,8.636524617583266,19.989232116726733,r,I11,K25F28Z
139,60797.06437614105,188.6638022906965,8.638301086755645,19.908024235703753,r,I11,K25F28Z
140,60797.06777288076,188.6643871378276,8.642479716629847,19.969003483312516,r,I11,K25F28Z
141,60797.06922111231,188.6646360375412,8.644260677979648,20.000274443025763,r,I11,K25F28Z
142,60797.07027024622,188.6648162121225,8.64555081033808,19.94426884765131,r,I11,K25F28Z
143,60797.07171395034,188.6650640458532,8.647326630367086,19.995588015980072,r,I11,K25F28Z
144,60797.072670678564,188.66522818135405,8.648503470290542,19.894695916311804,r,I11,K25F28Z
145,60797.07507846317,188.6656406235365,8.65146314915541,19.93141558492091,r,I11,K25F28Z
146,60797.07653334539,188.66588968715584,8.653252061310244,20.008560322255818,r,I11,K25F28Z
147,60797.077518966034,188.66605836620528,8.654464265377584,19.979203021358664,r,I11,K25F28Z
148,60797.07899360517,188.6663105538456,8.65627754104137,19.948441913007873,r,I11,K25F28Z
149,60797.08243156139,188.66689773267515,8.660503477316784,20.01758381750809,r,I11,K25F28Z
150,60797.08387785754,188.66714445493875,8.662280654505466,19.987271761202308,r,I11,K25F28Z
151,60797.089567470335,188.6681141395568,8.669272543286551,20.512593264636497,g,I11,K25F28Z
152,60797.091006029426,188.6683589532156,8.671039233983171,20.452559671774342,g,I11,K25F28Z
153,60797.09196682747,188.6685225132561,8.672219820768282,20.502165651494117,g,I11,K25F28Z
154,60797.09340405729,188.66876702496955,8.67398506172205,20.520452435451723,g,I11,K25F28Z
155,60797.09437143416,188.66893152615177,8.675172870132066,20.4612243975836,g,I11,K25F28Z
156,60797.09581590492,188.66917729217136,8.676947714244662,20.486275227153968,g,I11,K25F28Z
157,60797.09823170838,188.6695880954807,8.679914902597396,20.51302758265158,g,I11,K25F28Z
158,60797.10162354045,188.6701646932603,8.684080118697176,20.521860986909946,g,I11,K25F28Z
159,60797.10308094823,188.6704123346865,8.685869016002705,20.49492499715296,g,I11,K25F28Z
160,60797.104124323436,188.6705896067988,8.687149521915636,20.48332576710117,g,I11,K25F28Z
161,60797.10557079716,188.6708355472045,8.688925906628773,20.54859680799863,g,I11,K25F28Z
162,60797.10654284942,188.67100076007424,8.690119088949771,20.465060779415705,g,I11,K25F28Z
163,60797.107990947305,188.6712468959789,8.691896472417747,20.523033911831142,g,I11,K25F28Z
164,60797.1089530039,188.6714104348709,8.693077227381792,20.499395534689025,g,I11,K25F28Z
165,60797.110393218994,188.6716552624763,8.69484456510771,20.50321615648444,g,I11,K25F28Z
166,60797.1128222801,188.67206834200832,8.697825412291818,20.575981913735767,g,I11,K25F28Z
167,60797.117650741406,188.67289011268608,8.703750369253616,20.51636384907006,g,I11,K25F28Z
168,60797.118707812566,188.6730701101961,8.70504705469224,20.54545497670822,g,I11,K25F28Z
169,60797.12016275576,188.6733179700857,8.706831871068825,20.488293276562146,g,I11,K25F28Z
170,60797.121134633395,188.6734836108444,8.708024124419447,20.545658768799786,g,I11,K25F28Z
171,60797.12258770633,188.6737313169424,8.709806256049482,20.588482083291982,g,I11,K25F28Z
172,60797.1250173132,188.67414569398267,8.712785160298465,20.594677025486227,g,I11,K25F28Z
173,60797.12601133866,188.6743153769808,8.714004081021592,20.466437051198437,g,I11,K25F28Z
174,60797.13089585844,188.67515034231909,8.719993511213595,20.540092170781442,g,I11,K25F28Z
175,60797.13236424656,188.67540163907927,8.721793099699719,20.60343778926491,g,I11,K25F28Z
176,60797.13342226214,188.6755828699285,8.72308999096353,20.54539379893537,g,I11,K25F28Z
177,60797.137525091515,188.6762867125608,8.728118734775842,24.80449570122401,u,I11,K25F28Z
178,60797.13925237635,188.676583487143,8.730235062021285,23.642367797125868,u,I11,K25F28Z
179,60797.14042138633,188.6767845595979,8.731667486235786,24.45952148685726,u,I11,K25F28Z
180,60797.1421537782,188.6770829315198,8.733790838592784,23.98899692155859,u,I11,K25F28Z
181,60797.14331536663,188.67728302217432,8.735213240890358,24.033789642798894,u,I11,K25F28Z
182,60797.14504586284,188.67758165884075,8.737333817029446,24.713055909136088,u,I11,K25F28Z
183,60797.14622865567,188.67778597401025,8.738782949261008,24.339129544965207,u,I11,K25F28Z
184,60797.14796440829,188.6780859612012,8.740908097552309,24.599271380204513,u,I11,K25F28Z
185,60797.15204628293,188.67879341488523,8.74590724688083,24.26202435054074,u,I11,K25F28Z
186,60797.15379110599,188.67909659271103,8.748043988391474,24.53899867441379,u,I11,K25F28Z
187,60797.15504425543,188.67931458086983,8.749578158357245,25.132891317672936,u,I11,K25F28Z
188,60797.15677794286,188.6796166634244,8.751701097753871,23.960051700532617,u,I11,K25F28Z
189,60797.15795152617,188.6798214671782,8.753138318949855,24.403206711075796,u,I11,K25F28Z
190,60797.15969849043,188.68012666029787,8.755276848952182,23.953789000787708,u,I11,K25F28Z
191,60797.16086976918,188.68033152351663,8.756710179404122,24.149249226413726,u,I11,K25F28Z
192,60797.162611652806,188.6806367311396,8.75884226573065,24.176555257084157,u,I11,K25F28Z
193,60797.1638044027,188.68084589286136,8.76030108024581,24.57919761586027,u,I11,K25F28Z
194,60797.189035663454,188.685342965549,8.791160264263393,24.00911221845968,u,I11,K25F28Z
195,60798.14515724832,210.77895541091087,-8.12241026659658,21.5,r,I11,K22H01V
196,60798.173995792895,210.80149585988613,-8.174070983145645,21.5,r,I11,K22H01V
197,60798.17801940136,210.80463849791303,-8.181266576020679,21.5,r,I11,K22H01V
198,60798.17856253454,210.80506348849104,-8.182239374064729,21.5,r,I11,K22H01V
199,60798.335952222435,255.4834350156339,-42.84738743852417,21.5,i,I11,K21G12Z
200,60798.34942013149,255.4661734382412,-42.85570411665884,21.5,i,I11,K21G12Z
201,60798.38597178964,255.4195456840269,-42.87797013719552,23.180761871223133,r,I11,K21G12Z
202,60799.2116277181,271.2016230987145,-25.326848837548656,26.82810731136356,u,I11,K16W01V
203,60799.216275210085,271.203166987497,-25.33129700997845,31.384182954420588,u,I11,K16W01V
204,60799.21747359655,271.2035648472394,-25.332444664208936,25.465805934961757,u,I11,K16W01V
205,60799.21805664257,271.20375823070043,-25.333002690816887,26.661483496515668,u,I11,K16W01V
206,60799.22040050759,271.20453527894404,-25.33524623481366,25.611498463292627,u,I11,K16W01V
207,60799.22332541254,271.20550356866585,-25.33804480764766,21.5,u,I11,K16W01V
208,60799.223937647315,271.2057064221386,-25.338631496028874,21.5,u,I11,K16W01V
209,60799.229364891,271.2075002069612,-25.343825282135505,25.50190774387875,u,I11,K16W01V
210,60799.234173184275,271.20908631432496,-25.348426234789216,21.5,u,I11,K16W01V
211,60799.23537176185,271.20948141517715,-25.349573534199745,21.5,u,I11,K16W01V
212,60799.23597534599,271.20968005429137,-25.35015052205952,25.856990098535952,u,I11,K16W01V
213,60799.238372862776,271.2104695772691,-25.35244500679837,21.5,u,I11,K16W01V
214,60799.24136687386,271.2114543993837,-25.35530959764219,25.570584103335673,u,I11,K16W01V
215,60799.24197183932,271.2116532803041,-25.35588842497264,21.5,u,I11,K16W01V
216,60799.250929194866,271.21459306692464,-25.364456979784546,25.631509951473454,g,I11,K16W01V
217,60799.25493321822,271.21590454766704,-25.36828672275353,21.5,g,I11,K16W01V
218,60799.25643550265,271.21639644037776,-25.36972420829809,21.5,g,I11,K16W01V
219,60799.25844262299,271.21705294569745,-25.37164363520712,21.5,g,I11,K16W01V
220,60799.26099359641,271.2178868610118,-25.374083174106666,24.541790948135166,g,I11,K16W01V
221,60799.261509013304,271.2180551418724,-25.374575651261488,21.5,g,I11,K16W01V
222,60799.266167372654,271.219576134318,-25.37902961485475,21.5,g,I11,K16W01V
223,60799.27115598109,271.22120320843896,-25.383799411375048,21.5,g,I11,K16W01V
224,60799.271664536915,271.22136909917134,-25.384286007305256,21.5,g,I11,K16W01V
225,60799.273646770125,271.2220148751489,-25.38618069630312,21.5,g,I11,K16W01V
226,60799.276163707545,271.2228345467009,-25.38858665195672,21.5,g,I11,K16W01V
227,60799.318686729486,252.89372628065928,-39.55325958912735,25.6147508438026,u,I11,K25F20L
228,60799.31986375121,252.8954115804653,-39.553635183904,25.483125250134197,u,I11,K25F20L
229,60799.32045648176,252.89626089833632,-39.553823821762734,25.736348434481055,u,I11,K25F20L
230,60799.32275388291,252.8995522320069,-39.55455075610098,25.610323803130754,u,I11,K25F20L
231,60799.33745816448,252.92068707454536,-39.5590640247505,24.872825091630652,u,I11,K25F20L
232,60799.34492552349,252.9314738247122,-39.561264942282925,25.650744671968987,u,I11,K25F20L
233,60799.34609653872,252.93316894706084,-39.56160456933701,24.61794775889425,u,I11,K25F20L
234,60799.34783511417,252.9356868292056,-39.56210592817306,25.108324612079624,u,I11,K25F20L
235,60799.34902051685,252.93740640504345,-39.56244619613845,21.5,u,I11,K25F20L
236,60799.34960994845,252.9382608198988,-39.562614624673735,27.240534567741527,u,I11,K25F20L
237,60799.350797233696,252.9399835783899,-39.56295293356092,25.81701553962762,u,I11,K25F20L
238,60799.35195246298,252.9416610308147,-39.56328068657661,25.312109936108456,u,I11,K25F20L
239,60799.35254566133,252.9425241647096,-39.56344869563764,27.417811219346678,u,I11,K25F20L
240,60799.35779669366,252.95016787637297,-39.56491777511541,24.72780984190336,u,I11,K25F20L
241,60799.36262026755,252.957211104633,-39.56624185349452,25.488518478338555,u,I11,K25F20L
242,60799.366423331485,252.962780944778,-39.5672691064538,23.39460790387974,g,I11,K25F20L
243,60799.36740939834,252.96422745062733,-39.56753304941562,23.331059306750056,g,I11,K25F20L
244,60799.367911983834,252.96496576542657,-39.567667320737385,23.776466475992482,g,I11,K25F20L
245,60799.36889634026,252.96641087585053,-39.56792925638464,19.567705702853658,g,I11,K25F20L
246,60799.37036954196,252.9685775384352,-39.56831981563734,22.5819501715605,g,I11,K25F20L
247,60799.371335771684,252.969998755696,-39.56857459863907,23.945039129529054,g,I11,K25F20L
248,60799.37233025254,252.9714622346169,-39.56883580075659,23.3213395546203,g,I11,K25F20L
249,60799.37677635004,252.9780216832806,-39.56999222208994,19.948398835523392,g,I11,K25F20L
250,60799.37726103703,252.97873860024004,-39.57011720567238,21.761381314879998,g,I11,K25F20L
251,60799.38130030641,252.9847197264811,-39.57114924163323,22.784244590948532,g,I11,K25F20L
252,60799.38227204865,252.986162027134,-39.5713952757019,23.48693917104737,g,I11,K25F20L
253,60799.38276469287,252.98689400432613,-39.571519721821545,23.44711263244336,g,I11,K25F20L
254,60799.38375399365,252.9883633142257,-39.571768678520485,24.058470496832268,g,I11,K25F20L
255,60799.38474639534,252.9898382984032,-39.572017464879565,22.82592669323845,g,I11,K25F20L
256,60799.385241978634,252.99057625099044,-39.572141511728,23.29986143418899,g,I11,K25F20L
257,60799.38621668016,252.9920277649353,-39.57238468334298,23.03585057410053,g,I11,K25F20L
258,60800.310838270816,254.6094782847601,-39.882126311995975,23.16000636611326,r,I11,K25F20L
259,60800.3118080992,254.61076434485776,-39.88239197008044,21.5,r,I11,K25F20L
260,60800.31280827922,254.61209045934288,-39.8826647433356,23.71329929151888,r,I11,K25F20L
261,60800.31330964336,254.61275628043984,-39.88280125457497,26.18126581373343,r,I11,K25F20L
262,60800.31427493897,254.6140364121464,-39.88306288192021,21.5,r,I11,K25F20L
263,60800.3152826038,254.61537390121748,-39.88333505891388,24.606111358974974,r,I11,K25F20L
264,60800.31578045945,254.6160334810725,-39.88346884101469,23.60214463856729,r,I11,K25F20L
265,60800.32052101605,254.6223297936468,-39.88473123279408,18.53908084366947,r,I11,K25F20L
266,60800.321023197124,254.6229969810624,-39.884863443657245,18.305094405708044,r,I11,K25F20L
267,60800.32152298437,254.6236616119975,-39.8849948510225,20.55034182760526,r,I11,K25F20L
268,60800.322515092776,254.62498054949629,-39.88525474705093,23.25656640878014,r,I11,K25F20L
269,60800.32356282194,254.62637440099564,-39.88552813686335,22.623567746354286,r,I11,K25F20L
270,60800.32506014409,254.62836627338044,-39.885916561542565,22.375883195308894,r,I11,K25F20L
271,60800.32606811151,254.62970807496828,-39.88617672032888,21.5,r,I11,K25F20L
272,60800.32654210985,254.63033920710035,-39.88629867196414,22.95634067390455,r,I11,K25F20L
273,60800.327522664265,254.63164575631288,-39.88655028460676,21.5,r,I11,K25F20L
274,60800.328654384524,254.63315267581908,-39.886839065247486,23.91719534929623,r,I11,K25F20L
275,60800.329140218324,254.63380041064127,-39.88696272799881,23.32587836629296,r,I11,K25F20L
276,60800.3301266873,254.6351162495054,-39.88721307855707,22.869840608450815,r,I11,K25F20L
277,60800.33108946436,254.636400588806,-39.8874563203629,21.5,r,I11,K25F20L
278,60800.331575528086,254.6370489499748,-39.887578695529,21.5,r,I11,K25F20L
279,60800.33589636795,254.6428180264831,-39.888655243979095,21.5,u,I11,K25F20L
280,60800.33705327954,254.64436499711127,-39.88894015553145,25.067823344495146,u,I11,K25F20L
281,60800.338193715455,254.6458913867285,-39.88921972079466,21.5,u,I11,K25F20L
282,60800.33878320952,254.64667965266457,-39.88936349100553,26.65047080350484,u,I11,K25F20L
283,60800.339938842284,254.6482273917609,-39.8896445841161,25.143232552413423,u,I11,K25F20L
284,60800.34107737191,254.6497518893973,-39.88991990932765,21.5,u,I11,K25F20L
285,60800.34166464169,254.65053993051023,-39.89006162905884,26.08021503848221,u,I11,K25F20L
286,60800.34282890607,254.65210062606064,-39.89034109450625,27.24350871788549,u,I11,K25F20L
287,60800.34398161091,254.6536475005047,-39.89061650501346,26.656692428624638,u,I11,K25F20L
288,60800.34455762333,254.6544206183392,-39.89075356486472,24.908713017159812,u,I11,K25F20L
289,60800.34572958574,254.6559944358333,-39.891031364513765,25.19854127368354,u,I11,K25F20L
290,60800.34687780857,254.65753699858988,-39.89130207573604,21.5,u,I11,K25F20L
291,60800.34861463183,254.6598728738706,-39.89170905531756,21.5,u,I11,K25F20L
292,60800.34977454248,254.6614340999737,-39.891979089890654,26.13975724567078,u,I11,K25F20L
293,60800.351495013645,254.6637509657242,-39.89237691149537,25.733768496504535,u,I11,K25F20L
294,60800.352788615884,254.6654955678433,-39.892674183609,26.552444292445596,u,I11,K25F20L
295,60800.353368259144,254.6662766328517,-39.89280663833395,25.91487065136431,u,I11,K25F20L
296,60800.3545253171,254.66783824756124,-39.89307028561655,26.80818467923262,u,I11,K25F20L
297,60820.97117170756,149.3708113019662,0.8296616850049817,24.022442969436106,g,I11,K20M02Y
298,60820.971695882035,149.37163904528697,0.8294537306362559,27.13132614456861,g,I11,K20M02Y
299,60820.972220035575,149.37246682213163,0.8292457719603518,21.5,g,I11,K20M02Y
300,60820.97274321155,149.3732930518742,0.8290382061369804,26.057039587622768,g,I11,K20M02Y
301,60820.97326288884,149.37411457484475,0.828831826975777,21.5,g,I11,K20M02Y
302,60820.97378587482,149.37494087127607,0.8286242529744565,21.5,g,I11,K20M02Y
303,60820.97482747467,151.06251245742897,0.6256790494790703,21.5,g,I11,K11UJ2Y
