L_true,dpa,L_meas
22.0,1.8319626,29.479188919067383
22.0,7.53389,22.380889892578125
22.0,2.6501465,31.45163917541504
30.0,1.678627,35.37725067138672
30.0,2.8455734,32.05747985839844
30.0,0.057357788,25.21095848083496
30.0,3.6630936,34.890987396240234
30.0,1.3293686,22.570751190185547
30.0,1.3052673,39.72139358520508
30.0,14.499054,28.116619110107422
30.0,2.0295105,30.445310592651367
30.0,1.4517899,29.527055740356445
6.0,24.554672,13.845742225646973
6.0,28.586533,14.388701438903809
6.0,16.655975,12.040658950805664
6.0,11.204712,11.206294059753418
6.0,0.139328,12.06071949005127
6.0,3.127365,11.32596206665039
6.0,15.139946,11.025423049926758
6.0,17.264648,12.044004440307617
6.0,31.340385,12.050853729248047
6.0,32.97809,12.933262825012207
6.0,29.08319,11.597119331359863
8.0,15.501358,14.116636276245117
8.0,6.79657,11.183649063110352
8.0,8.441177,12.542032241821289
8.0,20.384453,11.803617477416992
8.0,31.358948,19.487567901611328
8.0,0.5042114,15.283103942871094
8.0,6.479065,16.33020782470703
8.0,10.839638,13.424982070922852
8.0,1.7588043,14.629533767700195
8.0,30.98108,14.294129371643066
8.0,4.9832916,13.480842590332031
10.0,29.413353,19.510269165039062
10.0,21.928581,15.091042518615723
10.0,48.143097,25.248750686645508
10.0,19.317383,14.211929321289062
10.0,18.404572,14.812138557434082
10.0,19.935791,15.076397895812988
10.0,1.6435394,13.191479682922363
10.0,7.893608,15.661822319030762
10.0,29.095535,30.829727172851562
10.0,13.151878,13.98708724975586
13.0,6.4130936,19.020015716552734
13.0,17.01889,14.276252746582031
13.0,4.563553,19.80673599243164
13.0,0.86586,18.304542541503906
13.0,5.2462006,20.23136329650879
13.0,0.23742676,17.914287567138672
13.0,11.141098,8.314555168151855
13.0,3.3234482,16.529571533203125
17.0,0.3300705,27.240995407104492
17.0,66.270584,19.60038185119629
17.0,10.648491,23.714696884155273
17.0,4.239723,24.188465118408203
17.0,2.365471,29.49268913269043
17.0,22.752037,13.196223258972168
17.0,0.06768799,21.842750549316406
17.0,0.9883499,20.11515998840332
17.0,7.892868,19.261295318603516
17.0,7.6383057,19.262632369995117
22.0,3.9743805,28.32634735107422
22.0,2.4357986,24.532588958740234
22.0,0.5692749,32.55083465576172
22.0,11.344269,21.049890518188477
22.0,21.418068,26.84139633178711
22.0,4.6617126,26.099849700927734
22.0,8.580238,33.00687789916992
22.0,0.045043945,30.378978729248047
22.0,9.818802,34.232208251953125
30.0,3.5211105,24.584217071533203
30.0,2.4036713,45.43434524536133
30.0,4.4819336,30.073383331298828
30.0,4.917938,27.84636116027832
30.0,0.54956055,37.81889724731445
30.0,3.2937012,33.0680046081543
6.0,13.21357,10.706050872802734
6.0,23.249046,11.997625350952148
6.0,7.8791046,15.656583786010742
6.0,54.381226,12.062253952026367
6.0,28.521637,13.986172676086426
6.0,32.05722,11.202598571777344
6.0,15.390427,16.017929077148438
6.0,4.324402,10.636404991149902
6.0,12.908112,12.041130065917969
6.0,27.015175,11.988430976867676
6.0,65.38569,13.771025657653809
6.0,35.595688,10.0
8.0,11.389206,11.803525924682617
8.0,7.8535156,11.588373184204102
8.0,21.03859,12.23690414428711
8.0,10.267761,16.61429786682129
8.0,10.009476,22.38410186767578
8.0,6.01783,12.890254020690918
8.0,41.11136,11.214401245117188
8.0,68.12207,12.53186321258545
8.0,5.580658,17.389741897583008
8.0,39.84543,11.071043968200684
8.0,21.777359,22.305686950683594
10.0,39.236923,17.030946731567383
10.0,5.1084595,13.417762756347656
10.0,10.822586,15.66190242767334
10.0,0.6953125,16.138076782226562
10.0,18.158463,14.295547485351562
10.0,3.197525,17.016517639160156
10.0,3.4228058,13.21494197845459
10.0,29.48605,23.1999568939209
10.0,1.3000488,16.756446838378906
10.0,13.518356,14.572394371032715
10.0,7.5392,23.439748764038086
10.0,3.8357086,13.853691101074219
13.0,42.076496,17.000892639160156
13.0,4.114067,17.414518356323242
13.0,1.2371216,16.96810531616211
13.0,11.533623,21.46148681640625
13.0,0.85517883,19.224332809448242
13.0,7.7512817,12.060606956481934
13.0,1.6365585,16.02943229675293
17.0,9.068878,30.570070266723633
17.0,5.630066,19.015090942382812
17.0,11.566017,17.15284538269043
17.0,5.6944504,19.19886016845703
17.0,2.3375168,17.3411922454834
17.0,11.329529,22.124290466308594
17.0,1.7601471,18.27120590209961
17.0,7.359955,22.019041061401367
22.0,14.445847,18.080806732177734
22.0,3.2156982,25.539003372192383
22.0,4.1158066,20.03164291381836
22.0,18.076714,25.82599449157715
22.0,1.5190201,27.439393997192383
22.0,0.020713806,30.429443359375
22.0,2.3578415,34.84007263183594
22.0,8.918747,30.920013427734375
22.0,2.1405258,24.146873474121094
22.0,0.30929565,34.46929931640625
30.0,6.6164093,28.35121726989746
30.0,4.566574,35.34590148925781
30.0,6.45076,36.01017761230469
30.0,4.241394,28.697399139404297
30.0,0.840744,28.96963882446289
30.0,1.3864365,33.04267501831055
30.0,0.36345673,26.4550838470459
30.0,5.0025787,26.188884735107422
6.0,15.658081,13.868735313415527
6.0,44.11371,12.896008491516113
6.0,28.918777,11.615546226501465
6.0,1.5406342,11.254408836364746
6.0,14.799652,11.95375919342041
6.0,32.146732,14.777013778686523
6.0,16.547958,12.14846134185791
6.0,21.993431,10.168883323669434
6.0,16.317398,9.0
6.0,31.233597,11.210845947265625
6.0,5.034996,11.571800231933594
8.0,11.8383255,14.811795234680176
8.0,48.09439,10.216534614562988
8.0,14.46196,11.039368629455566
8.0,15.380058,13.181631088256836
8.0,19.166382,11.796614646911621
8.0,7.236603,16.031496047973633
8.0,2.411621,13.841394424438477
8.0,40.034645,11.611753463745117
8.0,11.545746,11.790977478027344
8.0,3.1653442,14.159588813781738
8.0,16.905731,15.401677131652832
8.0,3.4671783,12.898185729980469
10.0,1.6382523,13.438750267028809
10.0,10.472382,15.704696655273438
10.0,2.1919098,15.237943649291992
10.0,85.191605,12.319197654724121
10.0,4.4732513,19.64446449279785
10.0,3.8869934,12.485280990600586
10.0,11.36338,12.23893928527832
10.0,2.695053,13.459712028503418
10.0,61.06111,18.040061950683594
10.0,13.888809,14.439932823181152
